departure_port,arrival_port,Departure Delay,Arrival Delay,Date,real_fare_(AUD)
Albury,Sydney,24.5210728,26.43678161,2019-11,309.0
Alice Springs,Adelaide,29.41176471,23.52941176,2019-11,
Alice Springs,Darwin,13.23529412,30.88235294,2019-11,
Armidale,Sydney,41.62162162,47.02702703,2019-11,324.0
Ayers Rock,Sydney,29.09090909,30.90909091,2019-11,260.0
Ballina,Sydney,32.03125,23.4375,2019-11,246.0
Brisbane,Adelaide,19.31818182,23.10606061,2019-11,
Brisbane,Bundaberg,11.33333333,10.0,2019-11,
Brisbane,Cairns,18.227848100000003,19.49367089,2019-11,224.0
Brisbane,Canberra,19.62264151,21.88679245,2019-11,276.0
Brisbane,Darwin,18.68131868,36.26373626,2019-11,334.0
Brisbane,Emerald,13.01775148,17.15976331,2019-11,532.0
Brisbane,Gladstone,14.35406699,15.78947368,2019-11,294.0
Brisbane,Hamilton Island,21.66666667,13.33333333,2019-11,519.0
Brisbane,Hobart,8.571428571,4.285714286,2019-11,471.0
Brisbane,Mackay,13.24503311,15.89403974,2019-11,274.0
Brisbane,Melbourne,23.161033800000002,34.89065606,2019-11,283.0
Brisbane,Mount Isa,15.49295775,14.08450704,2019-11,867.0
Brisbane,Newcastle,15.6626506,16.86746988,2019-11,138.0
Brisbane,Perth,26.69322709,30.67729084,2019-11,837.0
Brisbane,Proserpine,6.944444444,12.5,2019-11,258.0
Brisbane,Rockhampton,21.71052632,20.06578947,2019-11,330.0
Brisbane,Sydney,21.01396032,27.25936811,2019-11,164.0
Brisbane,Townsville,14.11764706,16.76470588,2019-11,251.0
Broome,Perth,21.89781022,16.78832117,2019-11,607.0
Bundaberg,Brisbane,10.66666667,11.33333333,2019-11,380.0
Cairns,Brisbane,18.27411168,13.95939086,2019-11,
Cairns,Melbourne,36.50793651,38.62433862,2019-11,386.0
Cairns,Sydney,28.4,25.6,2019-11,307.0
Cairns,Townsville,11.80555556,12.5,2019-11,278.0
Canberra,Adelaide,16.66666667,20.83333333,2019-11,
Canberra,Brisbane,20.83333333,17.803030300000003,2019-11,
Canberra,Melbourne,20.2991453,25.85470085,2019-11,265.0
Canberra,Sydney,24.0398293,26.17354196,2019-11,363.0
Coffs Harbour,Sydney,28.0,32.0,2019-11,164.0
Darwin,Alice Springs,17.39130435,28.98550725,2019-11,
Darwin,Brisbane,39.13043478,18.47826087,2019-11,
Darwin,Melbourne,32.46753247,18.18181818,2019-11,498.0
Darwin,Perth,10.0,16.66666667,2019-11,536.0
Darwin,Sydney,49.36708861,32.91139241,2019-11,443.0
Dubbo,Sydney,27.86885246,29.09836066,2019-11,448.0
Emerald,Brisbane,16.07142857,17.26190476,2019-11,
Gladstone,Brisbane,16.26794258,15.31100478,2019-11,
Gold Coast,Adelaide,24.07407407,20.37037037,2019-11,
Gold Coast,Melbourne,42.46284501,38.64118896,2019-11,
Gold Coast,Sydney,34.02489627,31.81189488,2019-11,140.0
Hamilton Island,Brisbane,15.0,13.33333333,2019-11,
Hamilton Island,Sydney,28.20512821,32.05128205,2019-11,361.0
Hobart,Brisbane,10.14492754,13.04347826,2019-11,
Hobart,Melbourne,35.47008547,44.87179487,2019-11,157.0
Hobart,Sydney,26.53061224,36.32653061,2019-11,234.0
Kalgoorlie,Perth,12.67605634,11.97183099,2019-11,478.0
Karratha,Perth,11.66666667,12.08333333,2019-11,747.0
Launceston,Melbourne,26.19047619,34.52380952,2019-11,196.0
Launceston,Sydney,31.16883117,27.27272727,2019-11,336.0
Mackay,Brisbane,13.04347826,10.70234114,2019-11,
Melbourne,Adelaide,22.36111111,30.83333333,2019-11,
Melbourne,Brisbane,23.82851446,25.12462612,2019-11,
Melbourne,Cairns,21.16402116,27.51322751,2019-11,
Melbourne,Canberra,21.32196162,22.17484009,2019-11,
Melbourne,Darwin,25.97402597,37.66233766,2019-11,
Melbourne,Gold Coast,30.08474576,32.62711864,2019-11,221.0
Melbourne,Hobart,27.71855011,28.78464819,2019-11,
Melbourne,Launceston,27.67857143,26.19047619,2019-11,
Melbourne,Mildura,18.81188119,26.23762376,2019-11,300.0
Melbourne,Newcastle,42.51968504,44.09448819,2019-11,298.0
Melbourne,Perth,29.86425339,28.95927602,2019-11,459.0
Melbourne,Sunshine Coast,14.09395973,12.75167785,2019-11,
Melbourne,Sydney,28.20512821,34.30592396,2019-11,180.0
Mildura,Melbourne,26.86567164,32.835820899999995,2019-11,
Mount Isa,Brisbane,16.17647059,20.58823529,2019-11,
Newcastle,Brisbane,12.74900398,13.94422311,2019-11,
Newcastle,Melbourne,26.19047619,35.71428571,2019-11,
Newman,Perth,13.33333333,12.12121212,2019-11,
Perth,Adelaide,16.82692308,20.67307692,2019-11,
Perth,Brisbane,21.2,19.6,2019-11,
Perth,Broome,12.94964029,12.23021583,2019-11,
Perth,Darwin,5.0,6.666666667,2019-11,
Perth,Kalgoorlie,6.944444444,9.027777777999999,2019-11,
Perth,Karratha,11.98347107,11.98347107,2019-11,
Perth,Melbourne,22.09821429,23.88392857,2019-11,
Perth,Newman,10.65088757,12.4260355,2019-11,747.0
Perth,Port Hedland,9.625668448999999,8.556149733,2019-11,665.0
Perth,Sydney,21.7032967,22.52747253,2019-11,520.0
Port Hedland,Perth,15.67567568,16.75675676,2019-11,
Port Lincoln,Adelaide,7.166123778999999,6.840390879,2019-11,
Port Macquarie,Sydney,35.33333333,35.33333333,2019-11,326.0
Proserpine,Brisbane,13.88888889,12.5,2019-11,
Proserpine,Sydney,30.0,36.66666667,2019-11,310.0
Rockhampton,Brisbane,19.61414791,18.32797428,2019-11,
Sunshine Coast,Melbourne,30.0,39.33333333,2019-11,374.0
Sunshine Coast,Sydney,39.23444976,42.10526316,2019-11,205.0
Sydney,Adelaide,31.40186916,35.70093458,2019-11,
Sydney,Albury,29.38931298,27.48091603,2019-11,
Sydney,Armidale,36.26373626,41.20879121,2019-11,
Sydney,Ayers Rock,16.36363636,18.18181818,2019-11,
Sydney,Ballina,18.8976378,23.62204724,2019-11,
Sydney,Brisbane,26.67156503,28.58192506,2019-11,
Sydney,Cairns,24.09638554,30.12048193,2019-11,
Sydney,Canberra,26.55367232,29.66101695,2019-11,
Sydney,Coffs Harbour,29.88505747,28.16091954,2019-11,
Sydney,Darwin,32.5,48.75,2019-11,
Sydney,Dubbo,29.14979757,31.17408907,2019-11,
Sydney,Gold Coast,26.75862069,28.96551724,2019-11,
Sydney,Hamilton Island,20.77922078,20.77922078,2019-11,
Sydney,Hobart,24.69635628,28.34008097,2019-11,
Sydney,Launceston,25.97402597,27.27272727,2019-11,
Sydney,Melbourne,31.42476698,41.05636929,2019-11,
Sydney,Perth,35.86956522,32.06521739,2019-11,
Sydney,Port Macquarie,34.43708609,31.12582781,2019-11,
Sydney,Proserpine,20.0,10.0,2019-11,
Sydney,Sunshine Coast,25.35885167,28.70813397,2019-11,
Sydney,Tamworth,26.15384615,31.28205128,2019-11,316.0
Sydney,Townsville,26.0,34.0,2019-11,377.0
Sydney,Wagga Wagga,18.45493562,22.31759657,2019-11,395.0
Tamworth,Sydney,23.40425532,27.12765957,2019-11,
Townsville,Brisbane,17.00879765,12.60997067,2019-11,
Townsville,Cairns,11.72413793,7.586206897,2019-11,
Townsville,Sydney,46.0,34.0,2019-11,
Wagga Wagga,Sydney,20.42553191,24.25531915,2019-11,
Adelaide,Brisbane,47.82608696,43.47826087,2019-12,526.0
Adelaide,Gold Coast,48.27586207,44.82758621,2019-12,588.0
Adelaide,Melbourne,36.0,33.0,2019-12,152.0
Adelaide,Perth,50.0,13.63636364,2019-12,736.0
Adelaide,Sydney,30.0,27.27272727,2019-12,499.0
Ayers Rock,Sydney,26.92307692,50.0,2019-12,368.0
Ballina,Sydney,46.59090909,45.45454545,2019-12,192.0
Brisbane,Adelaide,30.43478261,21.73913043,2019-12,
Brisbane,Cairns,40.86021505,35.48387097,2019-12,382.0
Brisbane,Darwin,15.78947368,15.78947368,2019-12,322.0
Brisbane,Hobart,19.44444444,27.77777778,2019-12,739.0
Brisbane,Mackay,20.68965517,27.586206899999997,2019-12,302.0
Brisbane,Melbourne,31.12582781,29.13907285,2019-12,320.0
Brisbane,Newcastle,43.58974359,42.30769231,2019-12,190.0
Brisbane,Proserpine,7.894736842,2.631578947,2019-12,445.0
Brisbane,Sydney,37.5,38.15789474,2019-12,221.0
Brisbane,Townsville,22.64150943,18.86792453,2019-12,294.0
Cairns,Brisbane,29.03225806,22.58064516,2019-12,
Cairns,Melbourne,27.5,30.0,2019-12,433.0
Cairns,Sydney,30.85106383,39.36170213,2019-12,398.0
Darwin,Brisbane,10.52631579,10.52631579,2019-12,
Darwin,Melbourne,34.782608700000004,26.08695652,2019-12,757.0
Darwin,Sydney,14.28571429,33.33333333,2019-12,689.0
Gold Coast,Adelaide,41.37931034,37.93103448,2019-12,
Gold Coast,Melbourne,38.04878049,30.24390244,2019-12,
Gold Coast,Sydney,42.40282686,42.40282686,2019-12,219.0
Hamilton Island,Sydney,37.5,37.5,2019-12,573.0
Hobart,Brisbane,33.33333333,30.55555556,2019-12,
Hobart,Melbourne,39.90610329,37.08920188,2019-12,209.0
Hobart,Sydney,38.13559322,53.38983051,2019-12,391.0
Launceston,Melbourne,37.27810651,37.86982249,2019-12,169.0
Launceston,Sydney,52.0,46.66666667,2019-12,288.0
Mackay,Brisbane,62.06896552,58.62068966,2019-12,
Melbourne,Adelaide,43.56435644,40.59405941,2019-12,
Melbourne,Brisbane,31.33333333,29.33333333,2019-12,
Melbourne,Cairns,32.5,30.0,2019-12,
Melbourne,Darwin,30.43478261,21.73913043,2019-12,
Melbourne,Gold Coast,37.56097561,35.6097561,2019-12,544.0
Melbourne,Hobart,31.62790698,32.09302326,2019-12,
Melbourne,Launceston,28.23529412,26.47058824,2019-12,
Melbourne,Newcastle,48.51485149,45.54455446,2019-12,326.0
Melbourne,Perth,21.81818182,18.18181818,2019-12,771.0
Melbourne,Sunshine Coast,23.25581395,20.93023256,2019-12,
Melbourne,Sydney,43.10776942,47.36842105,2019-12,300.0
Newcastle,Brisbane,27.27272727,32.46753247,2019-12,
Newcastle,Melbourne,37.62376238,39.6039604,2019-12,
Perth,Adelaide,31.81818182,40.90909091,2019-12,
Perth,Melbourne,22.64150943,22.64150943,2019-12,
Perth,Sydney,25.92592593,25.92592593,2019-12,855.0
Proserpine,Brisbane,21.05263158,13.15789474,2019-12,
Proserpine,Sydney,61.53846154,53.84615385,2019-12,381.0
Sunshine Coast,Melbourne,31.76470588,30.58823529,2019-12,349.0
Sunshine Coast,Sydney,53.93258427,59.550561800000004,2019-12,295.0
Sydney,Adelaide,34.23423423,30.63063063,2019-12,
Sydney,Ayers Rock,37.03703704,11.11111111,2019-12,
Sydney,Ballina,40.4494382,41.57303371,2019-12,
Sydney,Brisbane,48.7012987,40.25974026,2019-12,
Sydney,Cairns,42.55319149,27.65957447,2019-12,
Sydney,Darwin,19.04761905,14.28571429,2019-12,
Sydney,Gold Coast,41.75438596,40.35087719,2019-12,
Sydney,Hamilton Island,40.0,20.0,2019-12,
Sydney,Hobart,40.83333333,35.0,2019-12,
Sydney,Launceston,52.7027027,51.35135135,2019-12,
Sydney,Melbourne,45.17766497,42.89340102,2019-12,
Sydney,Perth,51.85185185,18.51851852,2019-12,
Sydney,Proserpine,38.46153846,38.46153846,2019-12,
Sydney,Sunshine Coast,41.57303371,35.95505618,2019-12,
Sydney,Townsville,51.85185185,44.44444444,2019-12,508.0
Townsville,Brisbane,20.75471698,18.86792453,2019-12,
Townsville,Sydney,59.25925926,51.85185185,2019-12,
Adelaide,Alice Springs,6.451612902999999,6.451612902999999,2019-12,595.0
Adelaide,Brisbane,23.14814815,18.51851852,2019-12,526.0
Adelaide,Canberra,23.68421053,15.78947368,2019-12,637.0
Adelaide,Melbourne,23.30827068,21.80451128,2019-12,152.0
Adelaide,Perth,28.94736842,17.54385965,2019-12,736.0
Adelaide,Sydney,29.36170213,35.74468085,2019-12,499.0
Alice Springs,Adelaide,29.03225806,32.25806452,2019-12,
Brisbane,Adelaide,23.85321101,19.26605505,2019-12,
Brisbane,Cairns,6.666666667,10.0,2019-12,382.0
Brisbane,Darwin,27.02702703,29.72972973,2019-12,322.0
Brisbane,Melbourne,32.18673219,38.08353808,2019-12,320.0
Brisbane,Perth,32.23684211,13.15789474,2019-12,984.0
Brisbane,Sydney,25.53191489,35.10638298,2019-12,221.0
Brisbane,Townsville,25.80645161,25.80645161,2019-12,294.0
Broome,Perth,0.0,0.0,2019-12,607.0
Cairns,Brisbane,10.0,6.666666667,2019-12,
Cairns,Melbourne,26.31578947,21.05263158,2019-12,433.0
Cairns,Sydney,31.81818182,36.36363636,2019-12,398.0
Canberra,Adelaide,20.51282051,20.51282051,2019-12,
Canberra,Melbourne,15.86538462,20.67307692,2019-12,339.0
Darwin,Brisbane,45.94594595,21.62162162,2019-12,
Darwin,Melbourne,20.0,23.33333333,2019-12,757.0
Darwin,Perth,19.35483871,19.35483871,2019-12,842.0
Darwin,Sydney,45.94594595,45.94594595,2019-12,689.0
Gold Coast,Melbourne,53.33333333,46.66666667,2019-12,
Gold Coast,Sydney,44.94382022,42.69662921,2019-12,219.0
Hamilton Island,Sydney,15.38461538,15.38461538,2019-12,573.0
Hobart,Melbourne,23.93162393,27.35042735,2019-12,209.0
Kalgoorlie,Perth,11.11111111,0.0,2019-12,813.0
Karratha,Perth,24.44444444,17.77777778,2019-12,1017.0
Melbourne,Adelaide,23.88059701,22.01492537,2019-12,
Melbourne,Brisbane,34.63414634,28.780487800000003,2019-12,
Melbourne,Cairns,10.81081081,8.108108108,2019-12,
Melbourne,Canberra,20.77294686,19.80676329,2019-12,
Melbourne,Darwin,10.0,13.33333333,2019-12,
Melbourne,Gold Coast,11.11111111,15.55555556,2019-12,544.0
Melbourne,Hobart,30.83333333,28.33333333,2019-12,
Melbourne,Perth,38.04878049,25.85365854,2019-12,771.0
Melbourne,Sydney,28.99207248,35.78708947,2019-12,300.0
Newman,Perth,5.405405405,5.405405405,2019-12,
Perth,Adelaide,16.66666667,26.31578947,2019-12,
Perth,Brisbane,25.65789474,32.23684211,2019-12,
Perth,Broome,0.0,0.0,2019-12,
Perth,Darwin,3.225806452,6.451612902999999,2019-12,
Perth,Kalgoorlie,0.0,0.0,2019-12,
Perth,Karratha,13.33333333,11.11111111,2019-12,
Perth,Melbourne,23.15270936,24.13793103,2019-12,
Perth,Newman,2.702702703,2.702702703,2019-12,747.0
Perth,Port Hedland,13.33333333,10.0,2019-12,771.0
Perth,Sydney,24.15458937,34.29951691,2019-12,855.0
Port Hedland,Perth,16.66666667,13.33333333,2019-12,
Sydney,Adelaide,38.29787234,35.31914894,2019-12,
Sydney,Brisbane,33.21492007,30.72824156,2019-12,
Sydney,Cairns,30.76923077,26.15384615,2019-12,
Sydney,Darwin,48.64864865,40.54054054,2019-12,
Sydney,Gold Coast,36.66666667,26.66666667,2019-12,
Sydney,Hamilton Island,23.07692308,15.38461538,2019-12,
Sydney,Melbourne,36.58810325,41.63860831,2019-12,
Sydney,Perth,47.82608696,26.57004831,2019-12,
Townsville,Brisbane,41.93548387,25.80645161,2019-12,
Adelaide,Canberra,0.0,0.0,2019-12,637.0
Adelaide,Port Lincoln,9.803921569,9.803921569,2019-12,370.0
Albury,Sydney,35.10638298,42.55319149,2019-12,408.0
Alice Springs,Darwin,5.405405405,2.702702703,2019-12,
Armidale,Sydney,44.76190476,53.33333333,2019-12,361.0
Brisbane,Bundaberg,12.17391304,9.565217391000001,2019-12,
Brisbane,Cairns,20.83333333,19.16666667,2019-12,382.0
Brisbane,Canberra,26.31578947,24.34210526,2019-12,340.0
Brisbane,Emerald,9.482758621,12.06896552,2019-12,474.0
Brisbane,Gladstone,19.37984496,17.82945736,2019-12,232.0
Brisbane,Hamilton Island,29.03225806,25.80645161,2019-12,857.0
Brisbane,Mackay,24.28571429,18.57142857,2019-12,302.0
Brisbane,Mount Isa,23.52941176,9.803921569,2019-12,867.0
Brisbane,Newcastle,20.98765432,17.28395062,2019-12,190.0
Brisbane,Rockhampton,20.35928144,16.16766467,2019-12,326.0
Brisbane,Sydney,42.85714286,42.85714286,2019-12,221.0
Brisbane,Townsville,28.22580645,29.03225806,2019-12,294.0
Broome,Perth,15.47619048,10.71428571,2019-12,607.0
Bundaberg,Brisbane,14.9122807,9.649122807000001,2019-12,330.0
Cairns,Brisbane,19.32773109,26.05042017,2019-12,
Cairns,Townsville,8.270676692,7.518796992,2019-12,278.0
Canberra,Adelaide,25.0,25.0,2019-12,
Canberra,Brisbane,21.85430464,17.8807947,2019-12,
Canberra,Melbourne,32.43243243,27.02702703,2019-12,339.0
Canberra,Sydney,24.74489796,31.887755100000003,2019-12,486.0
Coffs Harbour,Sydney,28.26086957,35.50724638,2019-12,223.0
Darwin,Alice Springs,2.702702703,18.91891892,2019-12,
Dubbo,Sydney,29.12621359,29.12621359,2019-12,567.0
Emerald,Brisbane,18.96551724,17.24137931,2019-12,
Gladstone,Brisbane,22.30769231,16.15384615,2019-12,
Gold Coast,Sydney,34.69387755,42.85714286,2019-12,219.0
Hamilton Island,Brisbane,25.80645161,29.03225806,2019-12,
Hamilton Island,Sydney,15.0,15.0,2019-12,573.0
Hobart,Sydney,24.09638554,27.71084337,2019-12,391.0
Kalgoorlie,Perth,10.52631579,10.52631579,2019-12,813.0
Karratha,Perth,18.60465116,19.37984496,2019-12,1017.0
Launceston,Melbourne,12.71186441,9.322033897999999,2019-12,169.0
Mackay,Brisbane,20.14925373,17.91044776,2019-12,
Melbourne,Canberra,18.91891892,18.91891892,2019-12,
Melbourne,Launceston,16.10169492,10.16949153,2019-12,
Melbourne,Mildura,11.36363636,12.5,2019-12,316.0
Mildura,Melbourne,19.31818182,21.59090909,2019-12,
Mount Isa,Brisbane,12.0,16.0,2019-12,
Newcastle,Brisbane,16.25,12.5,2019-12,
Newman,Perth,20.2247191,16.85393258,2019-12,
Perth,Broome,14.28571429,10.71428571,2019-12,
Perth,Kalgoorlie,15.78947368,19.29824561,2019-12,
Perth,Karratha,13.95348837,14.72868217,2019-12,
Perth,Newman,14.60674157,12.35955056,2019-12,747.0
Perth,Port Hedland,13.33333333,15.23809524,2019-12,771.0
Port Hedland,Perth,18.095238100000003,19.04761905,2019-12,
Port Lincoln,Adelaide,7.920792079,8.910891089,2019-12,
Port Macquarie,Sydney,23.14814815,28.703703700000002,2019-12,362.0
Rockhampton,Brisbane,21.38728324,20.80924855,2019-12,
Sunshine Coast,Sydney,28.33333333,26.66666667,2019-12,295.0
Sydney,Albury,45.16129032,38.70967742,2019-12,
Sydney,Armidale,43.26923077,45.19230769,2019-12,
Sydney,Brisbane,71.42857143,71.42857143,2019-12,
Sydney,Canberra,25.25510204,28.82653061,2019-12,
Sydney,Coffs Harbour,39.41605839,28.46715328,2019-12,
Sydney,Dubbo,31.06796117,34.95145631,2019-12,
Sydney,Gold Coast,36.0,40.0,2019-12,
Sydney,Hamilton Island,15.0,15.0,2019-12,
Sydney,Hobart,32.94117647,41.17647059,2019-12,
Sydney,Port Macquarie,30.18867925,27.35849057,2019-12,
Sydney,Sunshine Coast,29.50819672,29.50819672,2019-12,
Sydney,Tamworth,38.095238099999996,35.71428571,2019-12,316.0
Sydney,Wagga Wagga,20.83333333,25.0,2019-12,395.0
Tamworth,Sydney,29.26829268,32.520325199999995,2019-12,
Townsville,Brisbane,27.04918033,28.68852459,2019-12,
Townsville,Cairns,16.27906977,11.62790698,2019-12,
Wagga Wagga,Sydney,24.74226804,28.86597938,2019-12,
Adelaide,Port Lincoln,7.216494845,11.8556701,2019-12,370.0
Albury,Sydney,14.81481481,22.22222222,2019-12,408.0
Armidale,Sydney,16.07142857,42.85714286,2019-12,361.0
Ballina,Sydney,12.5,25.0,2019-12,192.0
Cairns,Townsville,7.692307692000001,15.38461538,2019-12,278.0
Dubbo,Sydney,27.0,42.0,2019-12,567.0
Melbourne,Mildura,18.18181818,15.15151515,2019-12,316.0
Mildura,Melbourne,22.3880597,23.88059701,2019-12,
Port Lincoln,Adelaide,12.75510204,15.30612245,2019-12,
Sydney,Albury,18.98734177,21.51898734,2019-12,
Sydney,Armidale,25.0,21.42857143,2019-12,
Sydney,Ballina,25.0,18.75,2019-12,
Sydney,Dubbo,30.18867925,29.24528302,2019-12,
Sydney,Wagga Wagga,12.74509804,17.64705882,2019-12,395.0
Townsville,Cairns,15.38461538,15.38461538,2019-12,
Wagga Wagga,Sydney,13.40206186,30.92783505,2019-12,
Adelaide,Brisbane,19.35483871,22.58064516,2019-12,526.0
Adelaide,Melbourne,30.1369863,28.76712329,2019-12,152.0
Adelaide,Sydney,36.66666667,46.66666667,2019-12,499.0
Brisbane,Adelaide,16.12903226,16.12903226,2019-12,
Brisbane,Cairns,32.25806452,29.03225806,2019-12,382.0
Brisbane,Canberra,3.225806452,3.225806452,2019-12,340.0
Brisbane,Darwin,33.33333333,16.66666667,2019-12,322.0
Brisbane,Melbourne,31.355932199999998,27.96610169,2019-12,320.0
Brisbane,Sydney,27.00729927,38.68613139,2019-12,221.0
Cairns,Brisbane,32.25806452,29.03225806,2019-12,
Cairns,Melbourne,23.40425532,27.65957447,2019-12,433.0
Cairns,Sydney,19.35483871,16.12903226,2019-12,398.0
Canberra,Brisbane,6.451612902999999,9.677419355,2019-12,
Canberra,Melbourne,6.25,6.25,2019-12,339.0
Coffs Harbour,Sydney,22.72727273,36.36363636,2019-12,223.0
Darwin,Brisbane,38.88888889,44.44444444,2019-12,
Gold Coast,Melbourne,42.85714286,32.96703297,2019-12,
Gold Coast,Sydney,48.86363636,46.59090909,2019-12,219.0
Hobart,Melbourne,30.18867925,35.8490566,2019-12,209.0
Melbourne,Adelaide,23.28767123,27.39726027,2019-12,
Melbourne,Brisbane,18.48739496,21.00840336,2019-12,
Melbourne,Cairns,14.89361702,17.0212766,2019-12,
Melbourne,Canberra,9.375,3.125,2019-12,
Melbourne,Gold Coast,25.27472527,34.06593407,2019-12,544.0
Melbourne,Hobart,7.547169811,18.86792453,2019-12,
Melbourne,Perth,19.64285714,14.28571429,2019-12,771.0
Melbourne,Sydney,33.76068376,38.88888889,2019-12,300.0
Perth,Melbourne,16.36363636,18.18181818,2019-12,
Perth,Sydney,29.62962963,33.33333333,2019-12,855.0
Proserpine,Sydney,16.66666667,27.77777778,2019-12,381.0
Sydney,Adelaide,35.48387097,29.03225806,2019-12,
Sydney,Brisbane,27.40740741,31.85185185,2019-12,
Sydney,Cairns,6.451612902999999,6.451612902999999,2019-12,
Sydney,Coffs Harbour,22.72727273,22.72727273,2019-12,
Sydney,Gold Coast,35.55555556,44.44444444,2019-12,
Sydney,Melbourne,38.095238099999996,43.29004329,2019-12,
Sydney,Perth,42.85714286,35.71428571,2019-12,
Sydney,Proserpine,27.77777778,11.11111111,2019-12,
Adelaide,Brisbane,12.38938053,12.38938053,2019-12,526.0
Adelaide,Canberra,24.0,20.0,2019-12,637.0
Adelaide,Gold Coast,8.571428571,14.28571429,2019-12,588.0
Adelaide,Melbourne,17.131474100000002,15.93625498,2019-12,152.0
Adelaide,Perth,27.5,22.5,2019-12,736.0
Adelaide,Sydney,15.06024096,19.87951807,2019-12,499.0
Albury,Sydney,34.54545455,32.72727273,2019-12,408.0
Ayers Rock,Sydney,6.666666667,13.33333333,2019-12,368.0
Ballina,Sydney,38.095238099999996,23.80952381,2019-12,192.0
Brisbane,Adelaide,14.9122807,14.9122807,2019-12,
Brisbane,Bundaberg,29.03225806,12.90322581,2019-12,
Brisbane,Cairns,20.14925373,22.3880597,2019-12,382.0
Brisbane,Canberra,20.21276596,21.27659574,2019-12,340.0
Brisbane,Darwin,15.625,43.75,2019-12,322.0
Brisbane,Emerald,17.77777778,20.0,2019-12,474.0
Brisbane,Gladstone,11.5942029,14.49275362,2019-12,232.0
Brisbane,Hamilton Island,16.12903226,9.677419355,2019-12,857.0
Brisbane,Hobart,21.27659574,14.89361702,2019-12,739.0
Brisbane,Mackay,30.37037037,32.59259259,2019-12,302.0
Brisbane,Melbourne,22.01086957,30.97826087,2019-12,320.0
Brisbane,Mount Isa,5.555555556,5.555555556,2019-12,867.0
Brisbane,Newcastle,13.41463415,15.85365854,2019-12,190.0
Brisbane,Perth,37.16814159,19.46902655,2019-12,984.0
Brisbane,Proserpine,22.22222222,28.88888889,2019-12,445.0
Brisbane,Rockhampton,21.96969697,21.21212121,2019-12,326.0
Brisbane,Sydney,23.01425662,36.45621181,2019-12,221.0
Brisbane,Townsville,27.14285714,22.85714286,2019-12,294.0
Broome,Perth,14.28571429,0.0,2019-12,607.0
Bundaberg,Brisbane,12.90322581,19.35483871,2019-12,330.0
Cairns,Brisbane,20.14925373,14.17910448,2019-12,
Cairns,Melbourne,21.05263158,34.21052632,2019-12,433.0
Cairns,Sydney,21.73913043,17.39130435,2019-12,398.0
Canberra,Adelaide,12.0,20.0,2019-12,
Canberra,Brisbane,13.68421053,13.68421053,2019-12,
Canberra,Melbourne,19.59459459,25.67567568,2019-12,339.0
Canberra,Sydney,20.725388600000002,22.79792746,2019-12,486.0
Coffs Harbour,Sydney,29.03225806,32.25806452,2019-12,223.0
Darwin,Brisbane,46.875,43.75,2019-12,
Darwin,Melbourne,25.80645161,32.25806452,2019-12,757.0
Darwin,Perth,22.22222222,16.66666667,2019-12,842.0
Darwin,Sydney,30.76923077,38.46153846,2019-12,689.0
Emerald,Brisbane,20.0,15.55555556,2019-12,
Gladstone,Brisbane,17.39130435,18.84057971,2019-12,
Gold Coast,Adelaide,55.88235294,26.47058824,2019-12,
Gold Coast,Melbourne,38.81278539,29.6803653,2019-12,
Gold Coast,Sydney,39.77272727,39.01515152,2019-12,219.0
Hamilton Island,Brisbane,12.90322581,16.12903226,2019-12,
Hamilton Island,Sydney,36.66666667,30.0,2019-12,573.0
Hobart,Brisbane,21.73913043,23.91304348,2019-12,
Hobart,Melbourne,29.11392405,38.60759494,2019-12,209.0
Hobart,Sydney,25.64102564,38.46153846,2019-12,391.0
Kalgoorlie,Perth,5.882352941000001,0.0,2019-12,813.0
Karratha,Perth,50.0,50.0,2019-12,1017.0
Launceston,Melbourne,25.92592593,31.48148148,2019-12,169.0
Launceston,Sydney,24.24242424,18.18181818,2019-12,288.0
Mackay,Brisbane,22.96296296,25.18518519,2019-12,
Melbourne,Adelaide,20.23809524,23.41269841,2019-12,
Melbourne,Brisbane,19.89100817,24.79564033,2019-12,
Melbourne,Cairns,13.15789474,18.42105263,2019-12,
Melbourne,Canberra,25.33333333,22.0,2019-12,
Melbourne,Darwin,29.03225806,19.35483871,2019-12,
Melbourne,Gold Coast,16.89497717,23.28767123,2019-12,544.0
Melbourne,Hobart,26.11464968,33.12101911,2019-12,
Melbourne,Launceston,29.62962963,32.40740741,2019-12,
Melbourne,Mildura,9.677419355,9.677419355,2019-12,316.0
Melbourne,Newcastle,19.35483871,25.80645161,2019-12,326.0
Melbourne,Perth,33.5443038,19.62025316,2019-12,771.0
Melbourne,Sunshine Coast,12.04819277,8.43373494,2019-12,
Melbourne,Sydney,18.59070465,28.48575712,2019-12,300.0
Mildura,Melbourne,12.90322581,32.25806452,2019-12,
Mount Isa,Brisbane,9.090909091,45.45454545,2019-12,
Newcastle,Brisbane,17.07317073,13.41463415,2019-12,
Newcastle,Melbourne,35.48387097,51.61290323,2019-12,
Newman,Perth,15.38461538,0.0,2019-12,
Perth,Adelaide,17.5,25.0,2019-12,
Perth,Brisbane,24.56140351,33.33333333,2019-12,
Perth,Broome,28.57142857,14.28571429,2019-12,
Perth,Darwin,5.555555556,11.11111111,2019-12,
Perth,Karratha,0.0,0.0,2019-12,
Perth,Melbourne,15.48387097,22.58064516,2019-12,
Perth,Newman,0.0,0.0,2019-12,747.0
Perth,Port Hedland,12.5,12.5,2019-12,771.0
