departure_port,arrival_port,real_fare_(AUD),Date
Sydney,Wagga Wagga,329,2016-02
Newcastle,Gold Coast,161,2016-02
Adelaide,Brisbane,512,2016-12
Adelaide,Canberra,683,2016-12
Adelaide,Darwin,492,2016-12
Adelaide,Gold Coast,648,2016-12
Adelaide,Melbourne,178,2016-12
Adelaide,Perth,500,2016-12
Adelaide,Port Lincoln,326,2016-12
Adelaide,Sydney,438,2016-12
Albury,Sydney,381,2016-12
Alice Springs,Darwin,747,2016-12
Armidale,Sydney,349,2016-12
Avalon,Sydney,406,2016-12
Ayers Rock,Sydney,926,2016-12
Ballina,Sydney,252,2016-12
Brisbane,Cairns,240,2016-12
Brisbane,Canberra,483,2016-12
Brisbane,Darwin,302,2016-12
Brisbane,Emerald,361,2016-12
Brisbane,Gladstone,327,2016-12
Brisbane,Hamilton Island,418,2016-12
Brisbane,Hobart,424,2016-12
Brisbane,Mackay,257,2016-12
Brisbane,Melbourne,233,2016-12
Brisbane,Moranbah,532,2016-12
Brisbane,Mount Isa,864,2016-12
Brisbane,Perth,809,2016-12
Brisbane,Proserpine,307,2016-12
Brisbane,Rockhampton,275,2016-12
Brisbane,Roma,613,2016-12
Brisbane,Sydney,252,2016-12
Brisbane,Townsville,302,2016-12
Brisbane,Newcastle,141,2016-12
Broome,Perth,668,2016-12
Bundaberg,Brisbane,309,2016-12
Cairns,Gold Coast,344,2016-12
Cairns,Melbourne,295,2016-12
Cairns,Sydney,500,2016-12
Cairns,Townsville,329,2016-12
Canberra,Melbourne,433,2016-12
Canberra,Sydney,359,2016-12
Coffs Harbour,Sydney,233,2016-12
Darwin,Melbourne,480,2016-12
Darwin,Perth,827,2016-12
Darwin,Sydney,406,2016-12
Devonport,Melbourne,459,2016-12
Dubbo,Sydney,371,2016-12
Gold Coast,Sydney,233,2016-12
Hamilton Island,Sydney,517,2016-12
Hobart,Melbourne,134,2016-12
Hobart,Sydney,426,2016-12
Kalgoorlie,Perth,582,2016-12
Karratha,Perth,789,2016-12
Launceston,Melbourne,166,2016-12
Launceston,Sydney,369,2016-12
Sunshine Coast,Melbourne,369,2016-12
Sunshine Coast,Sydney,319,2016-12
Melbourne,Gold Coast,332,2016-12
Melbourne,Mildura,334,2016-12
Melbourne,Perth,500,2016-12
Melbourne,Sydney,443,2016-12
Melbourne,Newcastle,173,2016-12
Paraburdoo,Perth,792,2016-12
Perth,Newman,755,2016-12
Perth,Port Hedland,945,2016-12
Perth,Sydney,685,2016-12
Port Macquarie,Sydney,319,2016-12
Sydney,Tamworth,271,2016-12
Sydney,Townsville,402,2016-12
Sydney,Wagga Wagga,368,2016-12
Newcastle,Gold Coast,277,2016-12
Adelaide,Brisbane,236,2016-08
Adelaide,Canberra,572,2016-08
Adelaide,Darwin,445,2016-08
Adelaide,Gold Coast,358,2016-08
Adelaide,Melbourne,129,2016-08
Adelaide,Perth,371,2016-08
Adelaide,Port Lincoln,311,2016-08
Adelaide,Sydney,162,2016-08
Albury,Sydney,311,2016-08
Alice Springs,Darwin,702,2016-08
Armidale,Sydney,297,2016-08
Avalon,Sydney,122,2016-08
Ayers Rock,Sydney,602,2016-08
Ballina,Sydney,162,2016-08
Brisbane,Cairns,259,2016-08
Brisbane,Canberra,485,2016-08
Brisbane,Darwin,271,2016-08
Brisbane,Emerald,363,2016-08
Brisbane,Gladstone,314,2016-08
Brisbane,Hamilton Island,336,2016-08
Brisbane,Hobart,324,2016-08
Brisbane,Mackay,221,2016-08
Brisbane,Melbourne,197,2016-08
Brisbane,Moranbah,535,2016-08
Brisbane,Mount Isa,868,2016-08
Brisbane,Perth,682,2016-08
Brisbane,Proserpine,259,2016-08
Brisbane,Rockhampton,286,2016-08
Brisbane,Roma,616,2016-08
Brisbane,Sydney,142,2016-08
Brisbane,Townsville,296,2016-08
Brisbane,Newcastle,137,2016-08
Broome,Perth,719,2016-08
Bundaberg,Brisbane,296,2016-08
Cairns,Gold Coast,286,2016-08
Cairns,Melbourne,508,2016-08
Cairns,Sydney,296,2016-08
Cairns,Townsville,321,2016-08
Canberra,Melbourne,435,2016-08
Canberra,Sydney,324,2016-08
Coffs Harbour,Sydney,162,2016-08
Darwin,Melbourne,490,2016-08
Darwin,Perth,739,2016-08
Darwin,Sydney,495,2016-08
Devonport,Melbourne,361,2016-08
Dubbo,Sydney,354,2016-08
Gold Coast,Sydney,117,2016-08
Hamilton Island,Sydney,403,2016-08
Hobart,Melbourne,117,2016-08
Hobart,Sydney,241,2016-08
Kalgoorlie,Perth,590,2016-08
Karratha,Perth,794,2016-08
Launceston,Melbourne,162,2016-08
Launceston,Sydney,197,2016-08
Sunshine Coast,Melbourne,321,2016-08
Sunshine Coast,Sydney,234,2016-08
Melbourne,Gold Coast,217,2016-08
Melbourne,Mildura,311,2016-08
Melbourne,Perth,373,2016-08
Melbourne,Sydney,154,2016-08
Melbourne,Newcastle,174,2016-08
Paraburdoo,Perth,796,2016-08
Perth,Newman,744,2016-08
Perth,Port Hedland,794,2016-08
Perth,Sydney,408,2016-08
Port Macquarie,Sydney,321,2016-08
Sydney,Tamworth,238,2016-08
Sydney,Townsville,348,2016-08
Sydney,Wagga Wagga,350,2016-08
Newcastle,Gold Coast,147,2016-08
Adelaide,Brisbane,238,2016-04
Adelaide,Canberra,574,2016-04
Adelaide,Darwin,399,2016-04
Adelaide,Gold Coast,351,2016-04
Adelaide,Melbourne,138,2016-04
Adelaide,Perth,436,2016-04
Adelaide,Port Lincoln,300,2016-04
Adelaide,Sydney,168,2016-04
Albury,Sydney,288,2016-04
Alice Springs,Sydney,796,2016-04
Avalon,Sydney,130,2016-04
Ayers Rock,Sydney,544,2016-04
Ballina,Sydney,138,2016-04
Brisbane,Cairns,311,2016-04
Brisbane,Canberra,489,2016-04
Brisbane,Darwin,525,2016-04
Brisbane,Emerald,386,2016-04
Brisbane,Gladstone,248,2016-04
Brisbane,Hamilton Island,368,2016-04
Brisbane,Hobart,536,2016-04
Brisbane,Mackay,223,2016-04
Brisbane,Melbourne,213,2016-04
Brisbane,Moranbah,494,2016-04
Brisbane,Mount Isa,664,2016-04
Brisbane,Perth,749,2016-04
Brisbane,Proserpine,286,2016-04
Brisbane,Rockhampton,288,2016-04
Brisbane,Roma,752,2016-04
Brisbane,Sydney,143,2016-04
Brisbane,Townsville,286,2016-04
Brisbane,Newcastle,168,2016-04
Broome,Perth,689,2016-04
Bundaberg,Brisbane,288,2016-04
Cairns,Gold Coast,439,2016-04
Cairns,Melbourne,326,2016-04
Cairns,Sydney,298,2016-04
Cairns,Townsville,323,2016-04
Canberra,Melbourne,439,2016-04
Canberra,Sydney,363,2016-04
Coffs Harbour,Sydney,70,2016-04
Darwin,Melbourne,486,2016-04
Darwin,Perth,739,2016-04
Darwin,Sydney,469,2016-04
Devonport,Melbourne,363,2016-04
Dubbo,Sydney,331,2016-04
Geraldton,Perth,374,2016-04
Gold Coast,Sydney,113,2016-04
Hamilton Island,Sydney,499,2016-04
Hobart,Melbourne,130,2016-04
Hobart,Sydney,287,2016-04
Kalgoorlie,Perth,594,2016-04
Karratha,Perth,712,2016-04
Launceston,Melbourne,123,2016-04
Launceston,Sydney,211,2016-04
Sunshine Coast,Melbourne,361,2016-04
Sunshine Coast,Sydney,248,2016-04
Melbourne,Gold Coast,206,2016-04
Melbourne,Mildura,298,2016-04
Melbourne,Perth,426,2016-04
Melbourne,Sydney,143,2016-04
Melbourne,Newcastle,226,2016-04
Paraburdoo,Perth,708,2016-04
Perth,Newman,687,2016-04
Perth,Port Hedland,712,2016-04
Perth,Sydney,411,2016-04
Port Macquarie,Sydney,323,2016-04
Sydney,Tamworth,268,2016-04
Sydney,Townsville,348,2016-04
Sydney,Wagga Wagga,331,2016-04
Newcastle,Gold Coast,223,2016-04
Adelaide,Brisbane,371,2015-09
Adelaide,Canberra,606,2015-09
Adelaide,Darwin,610,2015-09
Adelaide,Gold Coast,609,2015-09
Adelaide,Melbourne,176,2015-09
Adelaide,Perth,489,2015-09
Adelaide,Port Lincoln,297,2015-09
Adelaide,Sydney,212,2015-09
Albury,Sydney,325,2015-09
Alice Springs,Sydney,1045,2015-09
Avalon,Sydney,136,2015-09
Ayers Rock,Sydney,1069,2015-09
Ballina,Sydney,176,2015-09
Brisbane,Cairns,376,2015-09
Brisbane,Canberra,476,2015-09
Brisbane,Darwin,396,2015-09
Brisbane,Emerald,368,2015-09
Brisbane,Gladstone,318,2015-09
Brisbane,Hamilton Island,590,2015-09
Brisbane,Hobart,408,2015-09
Brisbane,Mackay,237,2015-09
Brisbane,Melbourne,219,2015-09
Brisbane,Moranbah,527,2015-09
Brisbane,Mount Isa,706,2015-09
Brisbane,Perth,716,2015-09
Brisbane,Proserpine,300,2015-09
Brisbane,Rockhampton,290,2015-09
Brisbane,Roma,416,2015-09
Brisbane,Sydney,149,2015-09
Brisbane,Townsville,350,2015-09
Brisbane,Newcastle,161,2015-09
Broome,Perth,781,2015-09
Bundaberg,Brisbane,300,2015-09
Cairns,Gold Coast,328,2015-09
Cairns,Melbourne,454,2015-09
Cairns,Sydney,325,2015-09
Cairns,Townsville,315,2015-09
Canberra,Melbourne,426,2015-09
Canberra,Sydney,350,2015-09
Coffs Harbour,Sydney,139,2015-09
Darwin,Melbourne,722,2015-09
Darwin,Perth,824,2015-09
Darwin,Sydney,635,2015-09
Devonport,Melbourne,429,2015-09
Dubbo,Sydney,365,2015-09
Geraldton,Perth,441,2015-09
Gold Coast,Sydney,151,2015-09
Hamilton Island,Sydney,920,2015-09
Hobart,Melbourne,131,2015-09
Hobart,Sydney,345,2015-09
Kalgoorlie,Perth,552,2015-09
Karratha,Perth,794,2015-09
Launceston,Melbourne,164,2015-09
Launceston,Sydney,413,2015-09
Sunshine Coast,Melbourne,534,2015-09
Sunshine Coast,Sydney,224,2015-09
Melbourne,Gold Coast,270,2015-09
Melbourne,Mildura,315,2015-09
Melbourne,Perth,391,2015-09
Melbourne,Sydney,156,2015-09
Melbourne,Newcastle,194,2015-09
Paraburdoo,Perth,837,2015-09
Perth,Newman,754,2015-09
Perth,Port Hedland,794,2015-09
Perth,Sydney,668,2015-09
Port Macquarie,Sydney,290,2015-09
Sydney,Tamworth,313,2015-09
Sydney,Townsville,451,2015-09
Sydney,Wagga Wagga,325,2015-09
Newcastle,Gold Coast,187,2015-09
Adelaide,Brisbane,261,2015-10
Adelaide,Canberra,575,2015-10
Adelaide,Darwin,437,2015-10
Adelaide,Gold Coast,387,2015-10
Adelaide,Melbourne,143,2015-10
Adelaide,Perth,462,2015-10
Adelaide,Port Lincoln,295,2015-10
Adelaide,Sydney,186,2015-10
Albury,Sydney,324,2015-10
Alice Springs,Sydney,927,2015-10
Avalon,Sydney,136,2015-10
Ayers Rock,Sydney,570,2015-10
Ballina,Sydney,244,2015-10
Brisbane,Cairns,337,2015-10
Brisbane,Canberra,476,2015-10
Brisbane,Darwin,600,2015-10
Brisbane,Emerald,408,2015-10
Brisbane,Gladstone,324,2015-10
Brisbane,Hamilton Island,500,2015-10
Brisbane,Hobart,402,2015-10
Brisbane,Mackay,224,2015-10
Brisbane,Melbourne,211,2015-10
Brisbane,Moranbah,525,2015-10
Brisbane,Mount Isa,907,2015-10
Brisbane,Perth,625,2015-10
Brisbane,Proserpine,286,2015-10
Brisbane,Rockhampton,289,2015-10
Brisbane,Roma,622,2015-10
Brisbane,Sydney,138,2015-10
Brisbane,Townsville,299,2015-10
Brisbane,Newcastle,173,2015-10
Broome,Perth,640,2015-10
Bundaberg,Brisbane,289,2015-10
Cairns,Gold Coast,339,2015-10
Cairns,Melbourne,364,2015-10
Cairns,Sydney,452,2015-10
Cairns,Townsville,314,2015-10
Canberra,Melbourne,450,2015-10
Canberra,Sydney,349,2015-10
Coffs Harbour,Sydney,211,2015-10
Darwin,Melbourne,671,2015-10
Darwin,Perth,688,2015-10
Darwin,Sydney,619,2015-10
Devonport,Melbourne,396,2015-10
Dubbo,Sydney,320,2015-10
Geraldton,Perth,439,2015-10
Gold Coast,Sydney,118,2015-10
Hamilton Island,Sydney,532,2015-10
Hobart,Melbourne,138,2015-10
Hobart,Sydney,231,2015-10
Kalgoorlie,Perth,550,2015-10
Karratha,Perth,791,2015-10
Launceston,Melbourne,151,2015-10
Launceston,Sydney,161,2015-10
Sunshine Coast,Melbourne,311,2015-10
Sunshine Coast,Sydney,324,2015-10
Melbourne,Gold Coast,299,2015-10
Melbourne,Mildura,314,2015-10
Melbourne,Perth,389,2015-10
Melbourne,Sydney,176,2015-10
Melbourne,Newcastle,251,2015-10
Paraburdoo,Perth,801,2015-10
Perth,Newman,751,2015-10
Perth,Port Hedland,791,2015-10
Perth,Sydney,369,2015-10
Port Macquarie,Sydney,289,2015-10
Sydney,Tamworth,311,2015-10
Sydney,Townsville,465,2015-10
Sydney,Wagga Wagga,323,2015-10
Newcastle,Gold Coast,173,2015-10
Adelaide,Brisbane,251,2015-11
Adelaide,Canberra,575,2015-11
Adelaide,Darwin,450,2015-11
Adelaide,Gold Coast,387,2015-11
Adelaide,Melbourne,131,2015-11
Adelaide,Perth,412,2015-11
Adelaide,Port Lincoln,295,2015-11
Adelaide,Sydney,193,2015-11
Albury,Sydney,324,2015-11
Alice Springs,Sydney,789,2015-11
Avalon,Sydney,156,2015-11
Ayers Rock,Sydney,552,2015-11
Ballina,Sydney,176,2015-11
Brisbane,Cairns,224,2015-11
Brisbane,Canberra,475,2015-11
Brisbane,Darwin,594,2015-11
Brisbane,Emerald,367,2015-11
Brisbane,Gladstone,316,2015-11
Brisbane,Hamilton Island,470,2015-11
Brisbane,Hobart,389,2015-11
Brisbane,Mackay,211,2015-11
Brisbane,Melbourne,224,2015-11
Brisbane,Moranbah,620,2015-11
Brisbane,Mount Isa,866,2015-11
Brisbane,Perth,625,2015-11
Brisbane,Proserpine,224,2015-11
Brisbane,Rockhampton,289,2015-11
Brisbane,Roma,622,2015-11
Brisbane,Sydney,151,2015-11
Brisbane,Townsville,261,2015-11
Brisbane,Newcastle,161,2015-11
Broome,Perth,640,2015-11
Bundaberg,Brisbane,289,2015-11
Cairns,Gold Coast,339,2015-11
Cairns,Melbourne,314,2015-11
Cairns,Sydney,369,2015-11
Cairns,Townsville,314,2015-11
Canberra,Melbourne,424,2015-11
Canberra,Sydney,349,2015-11
Coffs Harbour,Sydney,168,2015-11
Darwin,Melbourne,637,2015-11
Darwin,Perth,821,2015-11
Darwin,Sydney,644,2015-11
Devonport,Melbourne,401,2015-11
Dubbo,Sydney,395,2015-11
Geraldton,Perth,439,2015-11
Gold Coast,Sydney,123,2015-11
Hamilton Island,Sydney,525,2015-11
Hobart,Melbourne,198,2015-11
Hobart,Sydney,276,2015-11
Kalgoorlie,Perth,550,2015-11
Karratha,Perth,791,2015-11
Launceston,Melbourne,138,2015-11
Launceston,Sydney,249,2015-11
Sunshine Coast,Melbourne,274,2015-11
Sunshine Coast,Sydney,224,2015-11
Melbourne,Gold Coast,249,2015-11
Melbourne,Mildura,314,2015-11
Melbourne,Perth,377,2015-11
Melbourne,Sydney,176,2015-11
Melbourne,Newcastle,206,2015-11
Paraburdoo,Perth,801,2015-11
Perth,Newman,751,2015-11
Perth,Port Hedland,791,2015-11
Perth,Sydney,407,2015-11
Port Macquarie,Sydney,289,2015-11
Sydney,Tamworth,349,2015-11
Sydney,Townsville,502,2015-11
Sydney,Wagga Wagga,323,2015-11
Newcastle,Gold Coast,186,2015-11
Adelaide,Brisbane,190,2015-05
Adelaide,Canberra,529,2015-05
Adelaide,Darwin,453,2015-05
Adelaide,Gold Coast,339,2015-05
Adelaide,Melbourne,114,2015-05
Adelaide,Perth,403,2015-05
Adelaide,Port Lincoln,298,2015-05
Adelaide,Sydney,157,2015-05
Albury,Sydney,327,2015-05
Alice Springs,Melbourne,770,2015-05
Alice Springs,Sydney,833,2015-05
Avalon,Sydney,139,2015-05
Ayers Rock,Sydney,510,2015-05
Ballina,Sydney,139,2015-05
Brisbane,Cairns,251,2015-05
Brisbane,Canberra,479,2015-05
Brisbane,Darwin,504,2015-05
Brisbane,Emerald,352,2015-05
Brisbane,Gladstone,327,2015-05
Brisbane,Hamilton Island,393,2015-05
Brisbane,Mackay,200,2015-05
Brisbane,Melbourne,190,2015-05
Brisbane,Moranbah,504,2015-05
Brisbane,Mount Isa,937,2015-05
Brisbane,Perth,757,2015-05
Brisbane,Proserpine,203,2015-05
Brisbane,Rockhampton,276,2015-05
Brisbane,Roma,355,2015-05
Brisbane,Sydney,139,2015-05
Brisbane,Townsville,276,2015-05
Brisbane,Newcastle,233,2015-05
Broome,Perth,757,2015-05
Bundaberg,Brisbane,334,2015-05
Cairns,Gold Coast,342,2015-05
Cairns,Melbourne,241,2015-05
Cairns,Sydney,301,2015-05
Cairns,Townsville,317,2015-05
Canberra,Melbourne,428,2015-05
Canberra,Sydney,352,2015-05
Coffs Harbour,Sydney,114,2015-05
Darwin,Melbourne,704,2015-05
Darwin,Perth,772,2015-05
Darwin,Sydney,593,2015-05
Devonport,Melbourne,398,2015-05
Dubbo,Sydney,365,2015-05
Geraldton,Perth,443,2015-05
Gold Coast,Sydney,99,2015-05
Hamilton Island,Sydney,428,2015-05
Hobart,Melbourne,132,2015-05
Hobart,Sydney,241,2015-05
Kalgoorlie,Perth,555,2015-05
Karratha,Perth,798,2015-05
Launceston,Melbourne,152,2015-05
Launceston,Sydney,175,2015-05
Sunshine Coast,Melbourne,304,2015-05
Sunshine Coast,Sydney,225,2015-05
Melbourne,Gold Coast,190,2015-05
Melbourne,Mildura,317,2015-05
Melbourne,Perth,372,2015-05
Melbourne,Sydney,124,2015-05
Melbourne,Newcastle,195,2015-05
Paraburdoo,Perth,808,2015-05
Perth,Newman,757,2015-05
Perth,Port Hedland,879,2015-05
Perth,Sydney,441,2015-05
Port Macquarie,Sydney,327,2015-05
Sydney,Tamworth,266,2015-05
Sydney,Townsville,377,2015-05
Sydney,Wagga Wagga,326,2015-05
Newcastle,Gold Coast,175,2015-05
Adelaide,Brisbane,240,2015-03
Adelaide,Canberra,523,2015-03
Adelaide,Darwin,431,2015-03
Adelaide,Gold Coast,342,2015-03
Adelaide,Melbourne,120,2015-03
Adelaide,Perth,456,2015-03
Adelaide,Port Lincoln,297,2015-03
Adelaide,Sydney,229,2015-03
Albury,Sydney,329,2015-03
Alice Springs,Melbourne,928,2015-03
Alice Springs,Sydney,891,2015-03
Avalon,Sydney,176,2015-03
Ayers Rock,Sydney,870,2015-03
Ballina,Sydney,166,2015-03
Brisbane,Cairns,252,2015-03
Brisbane,Canberra,482,2015-03
Brisbane,Darwin,548,2015-03
Brisbane,Emerald,354,2015-03
Brisbane,Gladstone,329,2015-03
Brisbane,Hamilton Island,711,2015-03
Brisbane,Mackay,201,2015-03
Brisbane,Melbourne,209,2015-03
Brisbane,Moranbah,497,2015-03
Brisbane,Mount Isa,943,2015-03
Brisbane,Perth,821,2015-03
Brisbane,Proserpine,242,2015-03
Brisbane,Rockhampton,268,2015-03
Brisbane,Roma,400,2015-03
Brisbane,Sydney,191,2015-03
Brisbane,Townsville,265,2015-03
Brisbane,Newcastle,209,2015-03
Broome,Perth,688,2015-03
Bundaberg,Brisbane,324,2015-03
Cairns,Gold Coast,306,2015-03
Cairns,Melbourne,329,2015-03
Cairns,Sydney,395,2015-03
Cairns,Townsville,319,2015-03
Canberra,Melbourne,431,2015-03
Canberra,Sydney,354,2015-03
Coffs Harbour,Sydney,133,2015-03
Darwin,Melbourne,647,2015-03
Darwin,Perth,752,2015-03
Darwin,Sydney,558,2015-03
Devonport,Melbourne,400,2015-03
Dubbo,Sydney,364,2015-03
Geraldton,Perth,431,2015-03
Gold Coast,Sydney,140,2015-03
Hamilton Island,Sydney,586,2015-03
Hobart,Melbourne,145,2015-03
Hobart,Sydney,278,2015-03
Kalgoorlie,Perth,554,2015-03
Karratha,Perth,788,2015-03
Launceston,Melbourne,153,2015-03
Launceston,Sydney,217,2015-03
Sunshine Coast,Melbourne,331,2015-03
Sunshine Coast,Sydney,252,2015-03
Melbourne,Gold Coast,316,2015-03
Melbourne,Mildura,326,2015-03
Melbourne,Perth,431,2015-03
Melbourne,Sydney,163,2015-03
Melbourne,Newcastle,209,2015-03
Paraburdoo,Perth,788,2015-03
Perth,Newman,788,2015-03
Perth,Port Hedland,877,2015-03
Perth,Sydney,477,2015-03
Port Macquarie,Sydney,329,2015-03
Sydney,Tamworth,268,2015-03
Sydney,Townsville,446,2015-03
Sydney,Wagga Wagga,322,2015-03
Newcastle,Gold Coast,176,2015-03
Adelaide,Brisbane,225,2015-06
Adelaide,Canberra,529,2015-06
Adelaide,Darwin,504,2015-06
Adelaide,Gold Coast,409,2015-06
Adelaide,Melbourne,132,2015-06
Adelaide,Perth,415,2015-06
Adelaide,Port Lincoln,298,2015-06
Adelaide,Sydney,170,2015-06
Albury,Sydney,327,2015-06
Alice Springs,Melbourne,960,2015-06
Alice Springs,Sydney,1099,2015-06
Avalon,Sydney,144,2015-06
Ayers Rock,Sydney,676,2015-06
Ballina,Sydney,139,2015-06
Brisbane,Cairns,314,2015-06
Brisbane,Canberra,479,2015-06
Brisbane,Darwin,757,2015-06
Brisbane,Emerald,367,2015-06
Brisbane,Gladstone,327,2015-06
Brisbane,Hamilton Island,428,2015-06
Brisbane,Mackay,187,2015-06
Brisbane,Melbourne,208,2015-06
Brisbane,Moranbah,504,2015-06
Brisbane,Mount Isa,899,2015-06
Brisbane,Perth,820,2015-06
Brisbane,Proserpine,228,2015-06
Brisbane,Rockhampton,276,2015-06
Brisbane,Roma,355,2015-06
Brisbane,Sydney,157,2015-06
Brisbane,Townsville,334,2015-06
Brisbane,Newcastle,200,2015-06
Broome,Perth,785,2015-06
Bundaberg,Brisbane,301,2015-06
Cairns,Gold Coast,279,2015-06
Cairns,Melbourne,390,2015-06
Cairns,Sydney,393,2015-06
Cairns,Townsville,317,2015-06
Canberra,Melbourne,428,2015-06
Canberra,Sydney,352,2015-06
Coffs Harbour,Sydney,132,2015-06
Darwin,Melbourne,689,2015-06
Darwin,Perth,1018,2015-06
Darwin,Sydney,618,2015-06
Devonport,Melbourne,398,2015-06
Dubbo,Sydney,322,2015-06
Geraldton,Perth,443,2015-06
Gold Coast,Sydney,119,2015-06
Hamilton Island,Sydney,504,2015-06
Hobart,Melbourne,119,2015-06
Hobart,Sydney,246,2015-06
Kalgoorlie,Perth,555,2015-06
Karratha,Perth,798,2015-06
Launceston,Melbourne,144,2015-06
Launceston,Sydney,187,2015-06
Sunshine Coast,Melbourne,322,2015-06
Sunshine Coast,Sydney,200,2015-06
Melbourne,Gold Coast,279,2015-06
Melbourne,Mildura,317,2015-06
Melbourne,Perth,393,2015-06
Melbourne,Sydney,149,2015-06
Melbourne,Newcastle,195,2015-06
Paraburdoo,Perth,808,2015-06
Perth,Newman,757,2015-06
Perth,Port Hedland,798,2015-06
Perth,Sydney,398,2015-06
Port Macquarie,Sydney,327,2015-06
Sydney,Tamworth,266,2015-06
Sydney,Townsville,453,2015-06
Sydney,Wagga Wagga,326,2015-06
Newcastle,Gold Coast,187,2015-06
Adelaide,Brisbane,224,2015-07
Adelaide,Canberra,568,2015-07
Adelaide,Darwin,640,2015-07
Adelaide,Gold Coast,325,2015-07
Adelaide,Melbourne,144,2015-07
Adelaide,Perth,464,2015-07
Adelaide,Port Lincoln,297,2015-07
Adelaide,Sydney,199,2015-07
Albury,Sydney,325,2015-07
Alice Springs,Sydney,993,2015-07
Avalon,Sydney,139,2015-07
Ayers Rock,Sydney,938,2015-07
Ballina,Sydney,139,2015-07
Brisbane,Cairns,275,2015-07
Brisbane,Canberra,476,2015-07
Brisbane,Darwin,502,2015-07
Brisbane,Emerald,376,2015-07
Brisbane,Gladstone,318,2015-07
Brisbane,Hamilton Island,529,2015-07
Brisbane,Hobart,366,2015-07
Brisbane,Mackay,212,2015-07
Brisbane,Melbourne,214,2015-07
Brisbane,Moranbah,623,2015-07
Brisbane,Mount Isa,907,2015-07
Brisbane,Perth,754,2015-07
Brisbane,Proserpine,199,2015-07
Brisbane,Rockhampton,290,2015-07
Brisbane,Roma,430,2015-07
Brisbane,Sydney,149,2015-07
Brisbane,Townsville,300,2015-07
Brisbane,Newcastle,164,2015-07
Broome,Perth,857,2015-07
Bundaberg,Brisbane,290,2015-07
Cairns,Gold Coast,340,2015-07
Cairns,Melbourne,454,2015-07
Cairns,Sydney,358,2015-07
Cairns,Townsville,315,2015-07
Canberra,Melbourne,426,2015-07
Canberra,Sydney,350,2015-07
Coffs Harbour,Sydney,131,2015-07
Darwin,Melbourne,660,2015-07
Darwin,Perth,988,2015-07
Darwin,Sydney,504,2015-07
Devonport,Melbourne,397,2015-07
Dubbo,Sydney,322,2015-07
Geraldton,Perth,441,2015-07
Gold Coast,Sydney,113,2015-07
Hamilton Island,Sydney,451,2015-07
Hobart,Melbourne,139,2015-07
Hobart,Sydney,257,2015-07
Kalgoorlie,Perth,552,2015-07
Karratha,Perth,794,2015-07
Launceston,Melbourne,144,2015-07
Launceston,Sydney,224,2015-07
Sunshine Coast,Melbourne,350,2015-07
Sunshine Coast,Sydney,224,2015-07
Melbourne,Gold Coast,207,2015-07
Melbourne,Mildura,315,2015-07
Melbourne,Perth,403,2015-07
Melbourne,Sydney,149,2015-07
Melbourne,Newcastle,194,2015-07
Paraburdoo,Perth,804,2015-07
Perth,Newman,754,2015-07
Perth,Port Hedland,794,2015-07
Perth,Sydney,413,2015-07
Port Macquarie,Sydney,325,2015-07
Sydney,Tamworth,265,2015-07
Sydney,Townsville,363,2015-07
Sydney,Wagga Wagga,324,2015-07
Newcastle,Gold Coast,149,2015-07
Adelaide,Brisbane,227,2015-01
Adelaide,Canberra,523,2015-01
Adelaide,Darwin,494,2015-01
Adelaide,Gold Coast,387,2015-01
Adelaide,Melbourne,115,2015-01
Adelaide,Perth,520,2015-01
Adelaide,Port Lincoln,297,2015-01
Adelaide,Sydney,260,2015-01
Albury,Sydney,329,2015-01
Alice Springs,Melbourne,800,2015-01
Alice Springs,Sydney,762,2015-01
Avalon,Sydney,133,2015-01
Ayers Rock,Sydney,456,2015-01
Ballina,Sydney,178,2015-01
Brisbane,Cairns,252,2015-01
Brisbane,Canberra,477,2015-01
Brisbane,Darwin,548,2015-01
Brisbane,Emerald,354,2015-01
Brisbane,Gladstone,319,2015-01
Brisbane,Hamilton Island,357,2015-01
Brisbane,Mackay,201,2015-01
Brisbane,Melbourne,191,2015-01
Brisbane,Moranbah,497,2015-01
Brisbane,Mount Isa,854,2015-01
Brisbane,Perth,749,2015-01
Brisbane,Proserpine,204,2015-01
Brisbane,Rockhampton,268,2015-01
Brisbane,Roma,354,2015-01
Brisbane,Sydney,140,2015-01
Brisbane,Townsville,278,2015-01
Brisbane,Newcastle,163,2015-01
Broome,Perth,650,2015-01
Bundaberg,Brisbane,293,2015-01
Cairns,Gold Coast,291,2015-01
Cairns,Melbourne,329,2015-01
Cairns,Sydney,400,2015-01
Cairns,Townsville,319,2015-01
Canberra,Melbourne,431,2015-01
Canberra,Sydney,354,2015-01
Coffs Harbour,Sydney,145,2015-01
Darwin,Melbourne,520,2015-01
Darwin,Perth,752,2015-01
Darwin,Sydney,431,2015-01
Devonport,Melbourne,370,2015-01
Dubbo,Sydney,319,2015-01
Geraldton,Perth,431,2015-01
Gold Coast,Sydney,127,2015-01
Hamilton Island,Sydney,557,2015-01
Hobart,Melbourne,115,2015-01
Hobart,Sydney,201,2015-01
Kalgoorlie,Perth,548,2015-01
Karratha,Perth,788,2015-01
Launceston,Melbourne,153,2015-01
Launceston,Sydney,163,2015-01
Sunshine Coast,Melbourne,306,2015-01
Sunshine Coast,Sydney,229,2015-01
Melbourne,Gold Coast,204,2015-01
Melbourne,Mildura,303,2015-01
Melbourne,Perth,426,2015-01
