departure_port,arrival_port,real_fare_(AUD),Date
Melbourne,Sydney,150,2015-01
Melbourne,Newcastle,196,2015-01
Paraburdoo,Perth,788,2015-01
Perth,Newman,788,2015-01
Perth,Port Hedland,1030,2015-01
Perth,Sydney,459,2015-01
Port Macquarie,Sydney,329,2015-01
Sydney,Tamworth,268,2015-01
Sydney,Townsville,446,2015-01
Sydney,Wagga Wagga,319,2015-01
Newcastle,Gold Coast,150,2015-01
Adelaide,Brisbane,240,2015-02
Adelaide,Canberra,523,2015-02
Adelaide,Darwin,469,2015-02
Adelaide,Gold Coast,387,2015-02
Adelaide,Melbourne,145,2015-02
Adelaide,Perth,444,2015-02
Adelaide,Port Lincoln,297,2015-02
Adelaide,Sydney,178,2015-02
Albury,Sydney,329,2015-02
Alice Springs,Melbourne,923,2015-02
Alice Springs,Sydney,762,2015-02
Avalon,Sydney,125,2015-02
Ayers Rock,Sydney,749,2015-02
Ballina,Sydney,153,2015-02
Brisbane,Cairns,227,2015-02
Brisbane,Canberra,482,2015-02
Brisbane,Darwin,548,2015-02
Brisbane,Emerald,370,2015-02
Brisbane,Gladstone,319,2015-02
Brisbane,Hamilton Island,426,2015-02
Brisbane,Mackay,189,2015-02
Brisbane,Melbourne,204,2015-02
Brisbane,Moranbah,497,2015-02
Brisbane,Mount Isa,854,2015-02
Brisbane,Perth,749,2015-02
Brisbane,Proserpine,252,2015-02
Brisbane,Rockhampton,268,2015-02
Brisbane,Roma,354,2015-02
Brisbane,Sydney,153,2015-02
Brisbane,Townsville,291,2015-02
Brisbane,Newcastle,171,2015-02
Broome,Perth,650,2015-02
Bundaberg,Brisbane,349,2015-02
Cairns,Gold Coast,316,2015-02
Cairns,Melbourne,349,2015-02
Cairns,Sydney,438,2015-02
Cairns,Townsville,319,2015-02
Canberra,Melbourne,431,2015-02
Canberra,Sydney,354,2015-02
Coffs Harbour,Sydney,145,2015-02
Darwin,Melbourne,668,2015-02
Darwin,Perth,752,2015-02
Darwin,Sydney,633,2015-02
Devonport,Melbourne,413,2015-02
Dubbo,Sydney,362,2015-02
Geraldton,Perth,451,2015-02
Gold Coast,Sydney,127,2015-02
Hamilton Island,Sydney,633,2015-02
Hobart,Melbourne,138,2015-02
Hobart,Sydney,329,2015-02
Kalgoorlie,Perth,548,2015-02
Karratha,Perth,788,2015-02
Launceston,Melbourne,178,2015-02
Launceston,Sydney,303,2015-02
Sunshine Coast,Melbourne,344,2015-02
Sunshine Coast,Sydney,252,2015-02
Melbourne,Gold Coast,229,2015-02
Melbourne,Mildura,303,2015-02
Melbourne,Perth,482,2015-02
Melbourne,Sydney,189,2015-02
Melbourne,Newcastle,235,2015-02
Paraburdoo,Perth,788,2015-02
Perth,Newman,788,2015-02
Perth,Port Hedland,941,2015-02
Perth,Sydney,497,2015-02
Port Macquarie,Sydney,329,2015-02
Sydney,Tamworth,268,2015-02
Sydney,Townsville,446,2015-02
Sydney,Wagga Wagga,319,2015-02
Newcastle,Gold Coast,163,2015-02
Adelaide,Brisbane,251,2015-12
Adelaide,Canberra,575,2015-12
Adelaide,Darwin,450,2015-12
Adelaide,Gold Coast,261,2015-12
Adelaide,Melbourne,118,2015-12
Adelaide,Perth,512,2015-12
Adelaide,Port Lincoln,295,2015-12
Adelaide,Sydney,306,2015-12
Albury,Sydney,324,2015-12
Alice Springs,Sydney,952,2015-12
Avalon,Sydney,161,2015-12
Ayers Rock,Sydney,500,2015-12
Ballina,Sydney,193,2015-12
Brisbane,Cairns,211,2015-12
Brisbane,Canberra,475,2015-12
Brisbane,Darwin,349,2015-12
Brisbane,Emerald,308,2015-12
Brisbane,Gladstone,299,2015-12
Brisbane,Hamilton Island,407,2015-12
Brisbane,Hobart,467,2015-12
Brisbane,Mackay,256,2015-12
Brisbane,Melbourne,181,2015-12
Brisbane,Moranbah,450,2015-12
Brisbane,Mount Isa,716,2015-12
Brisbane,Perth,721,2015-12
Brisbane,Proserpine,211,2015-12
Brisbane,Rockhampton,290,2015-12
Brisbane,Roma,622,2015-12
Brisbane,Sydney,181,2015-12
Brisbane,Townsville,236,2015-12
Brisbane,Newcastle,123,2015-12
Broome,Perth,640,2015-12
Bundaberg,Brisbane,281,2015-12
Cairns,Gold Coast,244,2015-12
Cairns,Melbourne,281,2015-12
Cairns,Sydney,369,2015-12
Cairns,Townsville,314,2015-12
Canberra,Melbourne,424,2015-12
Canberra,Sydney,349,2015-12
Coffs Harbour,Sydney,151,2015-12
Darwin,Melbourne,424,2015-12
Darwin,Perth,776,2015-12
Darwin,Sydney,445,2015-12
Devonport,Melbourne,374,2015-12
Dubbo,Sydney,320,2015-12
Geraldton,Perth,439,2015-12
Gold Coast,Sydney,151,2015-12
Hamilton Island,Sydney,545,2015-12
Hobart,Melbourne,168,2015-12
Hobart,Sydney,419,2015-12
Kalgoorlie,Perth,583,2015-12
Karratha,Perth,620,2015-12
Launceston,Melbourne,131,2015-12
Launceston,Sydney,286,2015-12
Sunshine Coast,Melbourne,286,2015-12
Sunshine Coast,Sydney,186,2015-12
Melbourne,Gold Coast,206,2015-12
Melbourne,Mildura,314,2015-12
Melbourne,Perth,352,2015-12
Melbourne,Sydney,181,2015-12
Melbourne,Newcastle,161,2015-12
Paraburdoo,Perth,801,2015-12
Perth,Newman,683,2015-12
Perth,Port Hedland,791,2015-12
Perth,Sydney,625,2015-12
Port Macquarie,Sydney,324,2015-12
Sydney,Tamworth,274,2015-12
Sydney,Townsville,349,2015-12
Sydney,Wagga Wagga,246,2015-12
Newcastle,Gold Coast,224,2015-12
Adelaide,Brisbane,224,2015-08
Adelaide,Canberra,568,2015-08
Adelaide,Darwin,464,2015-08
Adelaide,Gold Coast,371,2015-08
Adelaide,Melbourne,149,2015-08
Adelaide,Perth,401,2015-08
Adelaide,Port Lincoln,297,2015-08
Adelaide,Sydney,164,2015-08
Albury,Sydney,325,2015-08
Alice Springs,Sydney,930,2015-08
Avalon,Sydney,131,2015-08
Ayers Rock,Sydney,628,2015-08
Ballina,Sydney,151,2015-08
Brisbane,Cairns,250,2015-08
Brisbane,Canberra,476,2015-08
Brisbane,Darwin,350,2015-08
Brisbane,Emerald,466,2015-08
Brisbane,Gladstone,318,2015-08
Brisbane,Hamilton Island,577,2015-08
Brisbane,Hobart,416,2015-08
Brisbane,Mackay,212,2015-08
Brisbane,Melbourne,199,2015-08
Brisbane,Moranbah,623,2015-08
Brisbane,Mount Isa,907,2015-08
Brisbane,Perth,678,2015-08
Brisbane,Proserpine,187,2015-08
Brisbane,Rockhampton,290,2015-08
Brisbane,Roma,513,2015-08
Brisbane,Sydney,139,2015-08
Brisbane,Townsville,275,2015-08
Brisbane,Newcastle,149,2015-08
Broome,Perth,822,2015-08
Bundaberg,Brisbane,290,2015-08
Cairns,Gold Coast,282,2015-08
Cairns,Melbourne,464,2015-08
Cairns,Sydney,371,2015-08
Cairns,Townsville,316,2015-08
Canberra,Melbourne,410,2015-08
Canberra,Sydney,350,2015-08
Coffs Harbour,Sydney,189,2015-08
Darwin,Melbourne,626,2015-08
Darwin,Perth,824,2015-08
Darwin,Sydney,454,2015-08
Devonport,Melbourne,366,2015-08
Dubbo,Sydney,322,2015-08
Geraldton,Perth,441,2015-08
Gold Coast,Sydney,136,2015-08
Hamilton Island,Sydney,522,2015-08
Hobart,Melbourne,151,2015-08
Hobart,Sydney,237,2015-08
Kalgoorlie,Perth,552,2015-08
Karratha,Perth,794,2015-08
Launceston,Melbourne,164,2015-08
Launceston,Sydney,199,2015-08
Sunshine Coast,Melbourne,366,2015-08
Sunshine Coast,Sydney,199,2015-08
Melbourne,Gold Coast,237,2015-08
Melbourne,Mildura,315,2015-08
Melbourne,Perth,421,2015-08
Melbourne,Sydney,189,2015-08
Melbourne,Newcastle,174,2015-08
Paraburdoo,Perth,804,2015-08
Perth,Newman,754,2015-08
Perth,Port Hedland,794,2015-08
Perth,Sydney,542,2015-08
Port Macquarie,Sydney,325,2015-08
Sydney,Tamworth,302,2015-08
Sydney,Townsville,350,2015-08
Sydney,Wagga Wagga,325,2015-08
Newcastle,Gold Coast,161,2015-08
Adelaide,Brisbane,175,2015-04
Adelaide,Canberra,491,2015-04
Adelaide,Darwin,365,2015-04
Adelaide,Gold Coast,276,2015-04
Adelaide,Melbourne,124,2015-04
Adelaide,Perth,503,2015-04
Adelaide,Port Lincoln,298,2015-04
Adelaide,Sydney,139,2015-04
Albury,Sydney,327,2015-04
Alice Springs,Melbourne,846,2015-04
Alice Springs,Sydney,822,2015-04
Avalon,Sydney,139,2015-04
Ayers Rock,Sydney,403,2015-04
Ballina,Sydney,144,2015-04
Brisbane,Cairns,238,2015-04
Brisbane,Canberra,448,2015-04
Brisbane,Darwin,415,2015-04
Brisbane,Emerald,352,2015-04
Brisbane,Gladstone,327,2015-04
Brisbane,Hamilton Island,329,2015-04
Brisbane,Mackay,200,2015-04
Brisbane,Melbourne,165,2015-04
Brisbane,Moranbah,504,2015-04
Brisbane,Mount Isa,858,2015-04
Brisbane,Perth,714,2015-04
Brisbane,Proserpine,170,2015-04
Brisbane,Rockhampton,276,2015-04
Brisbane,Roma,355,2015-04
Brisbane,Sydney,124,2015-04
Brisbane,Townsville,220,2015-04
Brisbane,Newcastle,162,2015-04
Broome,Perth,669,2015-04
Bundaberg,Brisbane,301,2015-04
Cairns,Gold Coast,258,2015-04
Cairns,Melbourne,225,2015-04
Cairns,Sydney,225,2015-04
Cairns,Townsville,317,2015-04
Canberra,Melbourne,403,2015-04
Canberra,Sydney,352,2015-04
Coffs Harbour,Sydney,132,2015-04
Darwin,Melbourne,552,2015-04
Darwin,Perth,727,2015-04
Darwin,Sydney,410,2015-04
Devonport,Melbourne,398,2015-04
Dubbo,Sydney,322,2015-04
Geraldton,Perth,418,2015-04
Gold Coast,Sydney,99,2015-04
Hamilton Island,Sydney,491,2015-04
Hobart,Melbourne,99,2015-04
Hobart,Sydney,208,2015-04
Kalgoorlie,Perth,504,2015-04
Karratha,Perth,798,2015-04
Launceston,Melbourne,144,2015-04
Launceston,Sydney,170,2015-04
Sunshine Coast,Melbourne,423,2015-04
Sunshine Coast,Sydney,182,2015-04
Melbourne,Gold Coast,200,2015-04
Melbourne,Mildura,296,2015-04
Melbourne,Perth,327,2015-04
Melbourne,Sydney,149,2015-04
Melbourne,Newcastle,149,2015-04
Paraburdoo,Perth,808,2015-04
Perth,Newman,757,2015-04
Perth,Port Hedland,950,2015-04
Perth,Sydney,372,2015-04
Port Macquarie,Sydney,327,2015-04
Sydney,Tamworth,266,2015-04
Sydney,Townsville,309,2015-04
Sydney,Wagga Wagga,409,2015-04
Newcastle,Gold Coast,175,2015-04
Adelaide,Brisbane,279,2014-09
Adelaide,Canberra,560,2014-09
Adelaide,Darwin,614,2014-09
Adelaide,Gold Coast,384,2014-09
Adelaide,Melbourne,202,2014-09
Adelaide,Perth,524,2014-09
Adelaide,Port Lincoln,295,2014-09
Adelaide,Sydney,179,2014-09
Albury,Sydney,320,2014-09
Alice Springs,Melbourne,1090,2014-09
Alice Springs,Sydney,1096,2014-09
Avalon,Sydney,100,2014-09
Ayers Rock,Sydney,720,2014-09
Ballina,Sydney,125,2014-09
Brisbane,Cairns,248,2014-09
Brisbane,Canberra,486,2014-09
Brisbane,Darwin,363,2014-09
Brisbane,Emerald,351,2014-09
Brisbane,Gladstone,296,2014-09
Brisbane,Hamilton Island,512,2014-09
Brisbane,Mackay,243,2014-09
Brisbane,Melbourne,184,2014-09
Brisbane,Moranbah,484,2014-09
Brisbane,Mount Isa,880,2014-09
Brisbane,Perth,768,2014-09
Brisbane,Proserpine,241,2014-09
Brisbane,Rockhampton,228,2014-09
Brisbane,Roma,395,2014-09
Brisbane,Sydney,141,2014-09
Brisbane,Townsville,279,2014-09
Brisbane,Newcastle,133,2014-09
Broome,Perth,688,2014-09
Bundaberg,Brisbane,404,2014-09
Cairns,Gold Coast,223,2014-09
Cairns,Melbourne,356,2014-09
Cairns,Sydney,330,2014-09
Cairns,Townsville,304,2014-09
Canberra,Melbourne,427,2014-09
Canberra,Sydney,330,2014-09
Coffs Harbour,Sydney,146,2014-09
Darwin,Melbourne,548,2014-09
Darwin,Perth,1021,2014-09
Darwin,Sydney,471,2014-09
Devonport,Melbourne,395,2014-09
Dubbo,Sydney,340,2014-09
Geraldton,Perth,331,2014-09
Gold Coast,Sydney,95,2014-09
Hamilton Island,Sydney,573,2014-09
Hobart,Melbourne,151,2014-09
Hobart,Sydney,215,2014-09
Kalgoorlie,Perth,408,2014-09
Karratha,Perth,755,2014-09
Launceston,Melbourne,125,2014-09
Launceston,Sydney,151,2014-09
Sunshine Coast,Melbourne,440,2014-09
Sunshine Coast,Sydney,197,2014-09
Melbourne,Gold Coast,230,2014-09
Melbourne,Mildura,320,2014-09
Melbourne,Perth,381,2014-09
Melbourne,Sydney,125,2014-09
Melbourne,Newcastle,192,2014-09
Paraburdoo,Perth,765,2014-09
Perth,Newman,739,2014-09
Perth,Port Hedland,755,2014-09
Perth,Sydney,691,2014-09
Port Macquarie,Sydney,307,2014-09
Sydney,Tamworth,243,2014-09
Sydney,Townsville,356,2014-09
Sydney,Wagga Wagga,306,2014-09
Newcastle,Gold Coast,177,2014-09
Adelaide,Brisbane,266,2014-10
Adelaide,Canberra,549,2014-10
Adelaide,Darwin,508,2014-10
Adelaide,Gold Coast,396,2014-10
Adelaide,Melbourne,120,2014-10
Adelaide,Perth,524,2014-10
Adelaide,Port Lincoln,298,2014-10
Adelaide,Sydney,179,2014-10
Albury,Sydney,319,2014-10
Alice Springs,Melbourne,924,2014-10
Alice Springs,Sydney,904,2014-10
Avalon,Sydney,125,2014-10
Ayers Rock,Sydney,495,2014-10
Ballina,Sydney,189,2014-10
Brisbane,Cairns,227,2014-10
Brisbane,Canberra,485,2014-10
Brisbane,Darwin,432,2014-10
Brisbane,Emerald,314,2014-10
Brisbane,Gladstone,299,2014-10
Brisbane,Hamilton Island,406,2014-10
Brisbane,Mackay,217,2014-10
Brisbane,Melbourne,227,2014-10
Brisbane,Moranbah,482,2014-10
Brisbane,Mount Isa,840,2014-10
Brisbane,Perth,720,2014-10
Brisbane,Proserpine,227,2014-10
Brisbane,Rockhampton,242,2014-10
Brisbane,Roma,395,2014-10
Brisbane,Sydney,153,2014-10
Brisbane,Townsville,304,2014-10
Brisbane,Newcastle,171,2014-10
Broome,Perth,636,2014-10
Bundaberg,Brisbane,337,2014-10
Cairns,Gold Coast,381,2014-10
Cairns,Melbourne,363,2014-10
Cairns,Sydney,304,2014-10
Cairns,Townsville,306,2014-10
Canberra,Melbourne,426,2014-10
Canberra,Sydney,329,2014-10
Coffs Harbour,Sydney,235,2014-10
Darwin,Melbourne,572,2014-10
Darwin,Perth,702,2014-10
Darwin,Sydney,495,2014-10
Devonport,Melbourne,405,2014-10
Dubbo,Sydney,342,2014-10
Geraldton,Perth,304,2014-10
Gold Coast,Sydney,107,2014-10
Hamilton Island,Sydney,700,2014-10
Hobart,Melbourne,120,2014-10
Hobart,Sydney,202,2014-10
Kalgoorlie,Perth,495,2014-10
Karratha,Perth,779,2014-10
Launceston,Melbourne,125,2014-10
Launceston,Sydney,189,2014-10
Sunshine Coast,Melbourne,317,2014-10
Sunshine Coast,Sydney,240,2014-10
Melbourne,Gold Coast,286,2014-10
Melbourne,Mildura,304,2014-10
Melbourne,Perth,432,2014-10
Melbourne,Sydney,115,2014-10
Melbourne,Newcastle,179,2014-10
Paraburdoo,Perth,779,2014-10
Perth,Newman,753,2014-10
Perth,Port Hedland,764,2014-10
Perth,Sydney,409,2014-10
Port Macquarie,Sydney,294,2014-10
Sydney,Tamworth,253,2014-10
Sydney,Townsville,460,2014-10
Sydney,Wagga Wagga,317,2014-10
Newcastle,Gold Coast,176,2014-10
Adelaide,Brisbane,227,2014-11
Adelaide,Canberra,559,2014-11
Adelaide,Darwin,483,2014-11
Adelaide,Gold Coast,414,2014-11
Adelaide,Melbourne,125,2014-11
Adelaide,Perth,485,2014-11
Adelaide,Port Lincoln,298,2014-11
Adelaide,Sydney,192,2014-11
Albury,Sydney,319,2014-11
Alice Springs,Melbourne,802,2014-11
Alice Springs,Sydney,904,2014-11
Avalon,Sydney,125,2014-11
Ayers Rock,Sydney,400,2014-11
Ballina,Sydney,261,2014-11
Brisbane,Cairns,240,2014-11
Brisbane,Canberra,447,2014-11
Brisbane,Darwin,600,2014-11
Brisbane,Emerald,314,2014-11
Brisbane,Gladstone,319,2014-11
Brisbane,Hamilton Island,432,2014-11
Brisbane,Mackay,235,2014-11
Brisbane,Melbourne,197,2014-11
Brisbane,Moranbah,483,2014-11
Brisbane,Mount Isa,891,2014-11
Brisbane,Perth,822,2014-11
Brisbane,Proserpine,230,2014-11
Brisbane,Rockhampton,278,2014-11
Brisbane,Roma,395,2014-11
Brisbane,Sydney,179,2014-11
Brisbane,Townsville,304,2014-11
Brisbane,Newcastle,151,2014-11
Broome,Perth,636,2014-11
Bundaberg,Brisbane,368,2014-11
Cairns,Gold Coast,304,2014-11
Cairns,Melbourne,317,2014-11
Cairns,Sydney,342,2014-11
Cairns,Townsville,306,2014-11
Canberra,Melbourne,381,2014-11
Canberra,Sydney,329,2014-11
Coffs Harbour,Sydney,146,2014-11
Darwin,Melbourne,559,2014-11
Darwin,Perth,702,2014-11
Darwin,Sydney,622,2014-11
Devonport,Melbourne,420,2014-11
Dubbo,Sydney,305,2014-11
Geraldton,Perth,418,2014-11
Gold Coast,Sydney,125,2014-11
Hamilton Island,Sydney,457,2014-11
Hobart,Melbourne,138,2014-11
Hobart,Sydney,253,2014-11
Kalgoorlie,Perth,545,2014-11
Karratha,Perth,779,2014-11
Launceston,Melbourne,133,2014-11
Launceston,Sydney,189,2014-11
Sunshine Coast,Melbourne,319,2014-11
Sunshine Coast,Sydney,202,2014-11
Melbourne,Gold Coast,363,2014-11
Melbourne,Mildura,304,2014-11
Melbourne,Perth,381,2014-11
Melbourne,Sydney,153,2014-11
Melbourne,Newcastle,197,2014-11
Paraburdoo,Perth,779,2014-11
Perth,Newman,753,2014-11
Perth,Port Hedland,853,2014-11
Perth,Sydney,472,2014-11
Port Macquarie,Sydney,294,2014-11
Sydney,Tamworth,303,2014-11
Sydney,Townsville,447,2014-11
Sydney,Wagga Wagga,317,2014-11
Newcastle,Gold Coast,163,2014-11
Adelaide,Brisbane,280,2014-05
Adelaide,Canberra,424,2014-05
Adelaide,Darwin,486,2014-05
Adelaide,Gold Coast,280,2014-05
Adelaide,Melbourne,113,2014-05
Adelaide,Perth,357,2014-05
Adelaide,Port Lincoln,297,2014-05
Adelaide,Sydney,177,2014-05
Albury,Sydney,244,2014-05
Alice Springs,Melbourne,283,2014-05
Alice Springs,Sydney,283,2014-05
Avalon,Sydney,95,2014-05
Ayers Rock,Sydney,717,2014-05
Ballina,Sydney,139,2014-05
Brisbane,Cairns,255,2014-05
Brisbane,Canberra,347,2014-05
Brisbane,Darwin,306,2014-05
Brisbane,Emerald,296,2014-05
Brisbane,Gladstone,296,2014-05
Brisbane,Hamilton Island,167,2014-05
Brisbane,Mackay,159,2014-05
Brisbane,Melbourne,176,2014-05
Brisbane,Moranbah,398,2014-05
Brisbane,Mount Isa,820,2014-05
Brisbane,Perth,527,2014-05
Brisbane,Proserpine,159,2014-05
Brisbane,Rockhampton,193,2014-05
Brisbane,Roma,402,2014-05
Brisbane,Sydney,128,2014-05
Brisbane,Townsville,326,2014-05
Brisbane,Newcastle,177,2014-05
Broome,Perth,712,2014-05
Bundaberg,Brisbane,288,2014-05
Cairns,Gold Coast,280,2014-05
Cairns,Melbourne,303,2014-05
Cairns,Sydney,226,2014-05
Cairns,Townsville,306,2014-05
Canberra,Melbourne,270,2014-05
Canberra,Sydney,270,2014-05
Coffs Harbour,Sydney,136,2014-05
Darwin,Melbourne,486,2014-05
Darwin,Perth,537,2014-05
Darwin,Sydney,473,2014-05
Devonport,Melbourne,437,2014-05
Dubbo,Sydney,304,2014-05
Geraldton,Perth,333,2014-05
Gold Coast,Sydney,100,2014-05
Hamilton Island,Sydney,306,2014-05
Hobart,Melbourne,113,2014-05
Hobart,Sydney,177,2014-05
Kalgoorlie,Perth,410,2014-05
Karratha,Perth,730,2014-05
Launceston,Melbourne,116,2014-05
Launceston,Sydney,126,2014-05
Sunshine Coast,Melbourne,188,2014-05
Sunshine Coast,Sydney,167,2014-05
Melbourne,Gold Coast,190,2014-05
Melbourne,Mildura,321,2014-05
Melbourne,Perth,326,2014-05
Melbourne,Sydney,118,2014-05
Melbourne,Newcastle,152,2014-05
Paraburdoo,Perth,717,2014-05
Perth,Newman,666,2014-05
Perth,Port Hedland,841,2014-05
Perth,Sydney,352,2014-05
Port Macquarie,Sydney,244,2014-05
Sydney,Tamworth,244,2014-05
Sydney,Townsville,270,2014-05
Sydney,Wagga Wagga,305,2014-05
Newcastle,Gold Coast,152,2014-05
Adelaide,Brisbane,400,2014-03
Adelaide,Canberra,540,2014-03
Adelaide,Darwin,449,2014-03
Adelaide,Gold Coast,346,2014-03
Adelaide,Melbourne,137,2014-03
Adelaide,Perth,599,2014-03
Adelaide,Port Lincoln,302,2014-03
Adelaide,Sydney,217,2014-03
Albury,Sydney,302,2014-03
Alice Springs,Darwin,824,2014-03
Armidale,Sydney,270,2014-03
Avalon,Brisbane,204,2014-03
Avalon,Sydney,96,2014-03
Ayers Rock,Sydney,811,2014-03
Ballina,Sydney,191,2014-03
Brisbane,Cairns,256,2014-03
Brisbane,Canberra,449,2014-03
Brisbane,Darwin,475,2014-03
Brisbane,Emerald,256,2014-03
Brisbane,Gladstone,256,2014-03
Brisbane,Hamilton Island,393,2014-03
Brisbane,Mackay,204,2014-03
Brisbane,Melbourne,217,2014-03
Brisbane,Moranbah,436,2014-03
Brisbane,Mount Isa,914,2014-03
Brisbane,Perth,630,2014-03
Brisbane,Proserpine,204,2014-03
Brisbane,Rockhampton,230,2014-03
Brisbane,Roma,669,2014-03
Brisbane,Sydney,165,2014-03
Brisbane,Townsville,372,2014-03
Brisbane,Newcastle,217,2014-03
Broome,Perth,615,2014-03
Bundaberg,Brisbane,251,2014-03
Cairns,Gold Coast,346,2014-03
Cairns,Melbourne,261,2014-03
Cairns,Sydney,330,2014-03
Cairns,Townsville,307,2014-03
Canberra,Melbourne,425,2014-03
Canberra,Sydney,297,2014-03
Coffs Harbour,Sydney,150,2014-03
Darwin,Melbourne,553,2014-03
Darwin,Perth,669,2014-03
Darwin,Sydney,462,2014-03
Devonport,Melbourne,433,2014-03
Dubbo,Sydney,305,2014-03
Geraldton,Perth,334,2014-03
Gold Coast,Sydney,140,2014-03
Hamilton Island,Sydney,424,2014-03
Hobart,Melbourne,143,2014-03
Hobart,Sydney,204,2014-03
Kalgoorlie,Perth,412,2014-03
Karratha,Perth,736,2014-03
Launceston,Melbourne,142,2014-03
Launceston,Sydney,140,2014-03
Sunshine Coast,Melbourne,302,2014-03
Sunshine Coast,Sydney,204,2014-03
Melbourne,Gold Coast,214,2014-03
Melbourne,Mildura,297,2014-03
Melbourne,Perth,372,2014-03
Melbourne,Sydney,150,2014-03
Melbourne,Newcastle,258,2014-03
Paraburdoo,Perth,772,2014-03
Perth,Newman,746,2014-03
Perth,Port Hedland,736,2014-03
Perth,Sydney,617,2014-03
Port Macquarie,Sydney,297,2014-03
Sydney,Tamworth,389,2014-03
Sydney,Townsville,411,2014-03
Sydney,Wagga Wagga,306,2014-03
Newcastle,Gold Coast,191,2014-03
Adelaide,Brisbane,355,2014-06
Adelaide,Canberra,486,2014-06
Adelaide,Darwin,704,2014-06
Adelaide,Gold Coast,326,2014-06
Adelaide,Melbourne,122,2014-06
Adelaide,Perth,437,2014-06
Adelaide,Port Lincoln,297,2014-06
Adelaide,Sydney,203,2014-06
Albury,Sydney,321,2014-06
Alice Springs,Melbourne,289,2014-06
Alice Springs,Sydney,289,2014-06
Avalon,Sydney,95,2014-06
Ayers Rock,Sydney,659,2014-06
Ballina,Sydney,126,2014-06
Brisbane,Cairns,280,2014-06
Brisbane,Canberra,434,2014-06
Brisbane,Darwin,614,2014-06
Brisbane,Emerald,334,2014-06
Brisbane,Gladstone,296,2014-06
Brisbane,Hamilton Island,255,2014-06
Brisbane,Mackay,216,2014-06
Brisbane,Melbourne,172,2014-06
Brisbane,Moranbah,460,2014-06
Brisbane,Mount Isa,896,2014-06
Brisbane,Perth,653,2014-06
Brisbane,Proserpine,242,2014-06
Brisbane,Rockhampton,229,2014-06
Brisbane,Roma,402,2014-06
Brisbane,Sydney,152,2014-06
Brisbane,Townsville,434,2014-06
Brisbane,Newcastle,165,2014-06
Broome,Perth,807,2014-06
Bundaberg,Brisbane,321,2014-06
Cairns,Gold Coast,370,2014-06
Cairns,Melbourne,308,2014-06
Cairns,Sydney,290,2014-06
Cairns,Townsville,306,2014-06
Canberra,Melbourne,409,2014-06
Canberra,Sydney,298,2014-06
Coffs Harbour,Sydney,136,2014-06
Darwin,Melbourne,807,2014-06
Darwin,Perth,884,2014-06
Darwin,Sydney,576,2014-06
Devonport,Melbourne,393,2014-06
Dubbo,Sydney,304,2014-06
Geraldton,Perth,391,2014-06
Gold Coast,Sydney,122,2014-06
Hamilton Island,Sydney,344,2014-06
Hobart,Melbourne,113,2014-06
Hobart,Sydney,203,2014-06
Kalgoorlie,Perth,407,2014-06
Karratha,Perth,758,2014-06
Launceston,Melbourne,116,2014-06
Launceston,Sydney,126,2014-06
Sunshine Coast,Melbourne,218,2014-06
Sunshine Coast,Sydney,177,2014-06
Melbourne,Gold Coast,213,2014-06
Melbourne,Mildura,321,2014-06
Melbourne,Perth,380,2014-06
Melbourne,Sydney,140,2014-06
Melbourne,Newcastle,193,2014-06
Paraburdoo,Perth,769,2014-06
Perth,Newman,743,2014-06
Perth,Port Hedland,758,2014-06
Perth,Sydney,373,2014-06
Port Macquarie,Sydney,296,2014-06
Sydney,Tamworth,244,2014-06
Sydney,Townsville,434,2014-06
Sydney,Wagga Wagga,305,2014-06
Newcastle,Gold Coast,152,2014-06
Adelaide,Brisbane,228,2014-07
Adelaide,Canberra,407,2014-07
Adelaide,Darwin,624,2014-07
Adelaide,Gold Coast,389,2014-07
Adelaide,Melbourne,125,2014-07
Adelaide,Perth,461,2014-07
Adelaide,Port Lincoln,295,2014-07
Adelaide,Sydney,166,2014-07
Albury,Sydney,320,2014-07
Alice Springs,Melbourne,949,2014-07
Alice Springs,Sydney,956,2014-07
Avalon,Sydney,90,2014-07
Ayers Rock,Sydney,765,2014-07
Ballina,Sydney,133,2014-07
Brisbane,Cairns,256,2014-07
Brisbane,Canberra,407,2014-07
Brisbane,Darwin,484,2014-07
Brisbane,Emerald,294,2014-07
Brisbane,Gladstone,294,2014-07
Brisbane,Hamilton Island,397,2014-07
Brisbane,Mackay,202,2014-07
Brisbane,Melbourne,177,2014-07
Brisbane,Moranbah,458,2014-07
Brisbane,Mount Isa,880,2014-07
Brisbane,Perth,652,2014-07
Brisbane,Proserpine,189,2014-07
Brisbane,Rockhampton,228,2014-07
Brisbane,Roma,395,2014-07
Brisbane,Sydney,125,2014-07
Brisbane,Townsville,317,2014-07
Brisbane,Newcastle,151,2014-07
Broome,Perth,820,2014-07
Bundaberg,Brisbane,333,2014-07
Cairns,Gold Coast,279,2014-07
Cairns,Melbourne,304,2014-07
Cairns,Sydney,368,2014-07
Cairns,Townsville,304,2014-07
Canberra,Melbourne,330,2014-07
Canberra,Sydney,294,2014-07
Coffs Harbour,Sydney,141,2014-07
