Year,Month,Arriving_Port,Average_Fare,Departing_Port
2016,2,Hobart,335,Melbourne
2016,2,Launceston,345,Melbourne
2016,2,Mildura,289,Melbourne
2016,2,Newcastle,226,Melbourne
2016,2,Perth,428,Melbourne
2016,2,Sunshine Coast,360,Melbourne
2016,2,Sydney,148,Melbourne
2016,3,Adelaide,16,Melbourne
2016,3,Brisbane,35,Melbourne
2016,3,Cairns,5,Melbourne
2016,3,Canberra,63,Melbourne
2016,3,Darwin,131,Melbourne
2016,3,Gold Coast,199,Melbourne
2016,3,Hamilton Island,265,Melbourne
2016,3,Hobart,331,Melbourne
2016,3,Launceston,353,Melbourne
2016,3,Mildura,289,Melbourne
2016,3,Newcastle,206,Melbourne
2016,3,Perth,415,Melbourne
2016,3,Sunshine Coast,358,Melbourne
2016,3,Sydney,156,Melbourne
2016,4,Adelaide,30,Melbourne
2016,4,Brisbane,18,Melbourne
2016,4,Cairns,9,Melbourne
2016,4,Canberra,76,Melbourne
2016,4,Darwin,141,Melbourne
2016,4,Gold Coast,206,Melbourne
2016,4,Hamilton Island,269,Melbourne
2016,4,Hobart,332,Melbourne
2016,4,Launceston,355,Melbourne
2016,4,Mildura,298,Melbourne
2016,4,Newcastle,226,Melbourne
2016,4,Perth,426,Melbourne
2016,4,Sunshine Coast,356,Melbourne
2016,4,Sydney,143,Melbourne
2016,5,Adelaide,11,Melbourne
2016,5,Brisbane,39,Melbourne
2016,5,Cairns,7,Melbourne
2016,5,Canberra,64,Melbourne
2016,5,Darwin,138,Melbourne
2016,5,Gold Coast,213,Melbourne
2016,5,Hamilton Island,288,Melbourne
2016,5,Hobart,365,Melbourne
2016,5,Launceston,386,Melbourne
2016,5,Mildura,298,Melbourne
2016,5,Newcastle,176,Melbourne
2016,5,Perth,376,Melbourne
2016,5,Sunshine Coast,327,Melbourne
2016,5,Sydney,138,Melbourne
2016,6,Adelaide,21,Melbourne
2016,6,Brisbane,22,Melbourne
2016,6,Cairns,5,Melbourne
2016,6,Canberra,72,Melbourne
2016,6,Darwin,140,Melbourne
2016,6,Gold Coast,211,Melbourne
2016,6,Hamilton Island,283,Melbourne
2016,6,Hobart,357,Melbourne
2016,6,Launceston,384,Melbourne
2016,6,Mildura,313,Melbourne
2016,6,Newcastle,213,Melbourne
2016,6,Perth,401,Melbourne
2016,6,Sunshine Coast,343,Melbourne
2016,6,Sydney,150,Melbourne
2016,7,Adelaide,28,Melbourne
2016,7,Brisbane,20,Melbourne
2016,7,Cairns,2,Melbourne
2016,7,Canberra,64,Melbourne
2016,7,Darwin,133,Melbourne
2016,7,Gold Coast,209,Melbourne
2016,7,Hamilton Island,291,Melbourne
2016,7,Hobart,379,Melbourne
2016,7,Launceston,408,Melbourne
2016,7,Mildura,311,Melbourne
2016,7,Newcastle,174,Melbourne
2016,7,Perth,398,Melbourne
2016,7,Sunshine Coast,354,Melbourne
2016,7,Sydney,154,Melbourne
2016,8,Adelaide,29,Melbourne
2016,8,Brisbane,20,Melbourne
2016,8,Cairns,5,Melbourne
2016,8,Canberra,71,Melbourne
2016,8,Darwin,141,Melbourne
2016,8,Gold Coast,217,Melbourne
2016,8,Hamilton Island,296,Melbourne
2016,8,Hobart,381,Melbourne
2016,8,Launceston,407,Melbourne
2016,8,Mildura,311,Melbourne
2016,8,Newcastle,174,Melbourne
2016,8,Perth,373,Melbourne
2016,8,Sunshine Coast,333,Melbourne
2016,8,Sydney,154,Melbourne
2016,9,Adelaide,44,Melbourne
2016,9,Brisbane,3,Melbourne
2016,9,Cairns,32,Melbourne
2016,9,Canberra,97,Melbourne
2016,9,Darwin,162,Melbourne
2016,9,Gold Coast,229,Melbourne
2016,9,Hamilton Island,296,Melbourne
2016,9,Hobart,365,Melbourne
2016,9,Launceston,386,Melbourne
2016,9,Mildura,311,Melbourne
2016,9,Newcastle,212,Melbourne
2016,9,Perth,423,Melbourne
2016,9,Sunshine Coast,386,Melbourne
2016,9,Sydney,209,Melbourne
2016,10,Adelaide,100,Melbourne
2016,10,Brisbane,61,Melbourne
2016,10,Cairns,92,Melbourne
2016,10,Canberra,156,Melbourne
2016,10,Darwin,219,Melbourne
2016,10,Gold Coast,282,Melbourne
2016,10,Hamilton Island,343,Melbourne
2016,10,Hobart,402,Melbourne
2016,10,Launceston,409,Melbourne
2016,10,Mildura,309,Melbourne
2016,10,Newcastle,186,Melbourne
2016,10,Perth,418,Melbourne
2016,10,Sunshine Coast,360,Melbourne
2016,10,Sydney,146,Melbourne
2016,11,Adelaide,26,Melbourne
2016,11,Brisbane,1,Melbourne
2016,11,Cairns,72,Melbourne
2016,11,Canberra,181,Melbourne
2016,11,Darwin,272,Melbourne
2016,11,Gold Coast,344,Melbourne
2016,11,Hamilton Island,397,Melbourne
2016,11,Hobart,431,Melbourne
2016,11,Launceston,413,Melbourne
2016,11,Mildura,309,Melbourne
2016,11,Newcastle,198,Melbourne
2016,11,Perth,443,Melbourne
2016,11,Sunshine Coast,394,Melbourne
2016,11,Sydney,183,Melbourne
2016,12,Adelaide,58,Melbourne
2016,12,Brisbane,22,Melbourne
2016,12,Cairns,74,Melbourne
2016,12,Canberra,166,Melbourne
2016,12,Darwin,252,Melbourne
2016,12,Gold Coast,332,Melbourne
2016,12,Hamilton Island,405,Melbourne
2016,12,Hobart,473,Melbourne
2016,12,Launceston,470,Melbourne
2016,12,Mildura,334,Melbourne
2016,12,Newcastle,173,Melbourne
2016,12,Perth,500,Melbourne
2016,12,Sunshine Coast,566,Melbourne
2016,12,Sydney,443,Melbourne
2017,1,Adelaide,344,Melbourne
2017,1,Brisbane,271,Melbourne
2017,1,Cairns,223,Melbourne
2017,1,Canberra,201,Melbourne
2017,1,Darwin,203,Melbourne
2017,1,Gold Coast,232,Melbourne
2017,1,Hamilton Island,285,Melbourne
2017,1,Hobart,364,Melbourne
2017,1,Launceston,396,Melbourne
2017,1,Mildura,308,Melbourne
2017,1,Newcastle,185,Melbourne
2017,1,Perth,416,Melbourne
2017,1,Sunshine Coast,367,Melbourne
2017,1,Sydney,158,Melbourne
2017,2,Adelaide,23,Melbourne
2017,2,Brisbane,34,Melbourne
2017,2,Cairns,17,Melbourne
2017,2,Canberra,40,Melbourne
2017,2,Darwin,107,Melbourne
2017,2,Gold Coast,182,Melbourne
2017,2,Hamilton Island,264,Melbourne
2017,2,Hobart,354,Melbourne
2017,2,Launceston,386,Melbourne
2017,2,Mildura,296,Melbourne
2017,2,Newcastle,172,Melbourne
2017,2,Perth,429,Melbourne
2017,2,Sunshine Coast,385,Melbourne
2017,2,Sydney,170,Melbourne
2017,3,Adelaide,38,Melbourne
2017,3,Brisbane,10,Melbourne
2017,3,Cairns,25,Melbourne
2017,3,Canberra,101,Melbourne
2017,3,Darwin,174,Melbourne
2017,3,Gold Coast,244,Melbourne
2017,3,Hamilton Island,310,Melbourne
2017,3,Hobart,373,Melbourne
2017,3,Launceston,385,Melbourne
2017,3,Mildura,296,Melbourne
2017,3,Newcastle,185,Melbourne
2017,3,Perth,416,Melbourne
2017,3,Sunshine Coast,408,Melbourne
2017,3,Sydney,251,Melbourne
2017,4,Adelaide,141,Melbourne
2017,4,Brisbane,79,Melbourne
2017,4,Cairns,64,Melbourne
2017,4,Canberra,85,Melbourne
2017,4,Darwin,128,Melbourne
2017,4,Gold Coast,194,Melbourne
2017,4,Hobart,281,Melbourne
2017,4,Launceston,366,Melbourne
2017,4,Mildura,295,Melbourne
2017,4,Newcastle,160,Melbourne
2017,4,Perth,502,Melbourne
2017,4,Sunshine Coast,449,Melbourne
2017,4,Sydney,170,Melbourne
2017,5,Adelaide,1,Melbourne
2017,5,Brisbane,65,Melbourne
2017,5,Cairns,21,Melbourne
2017,5,Canberra,69,Melbourne
2017,5,Darwin,145,Melbourne
2017,5,Gold Coast,207,Melbourne
2017,5,Hobart,254,Melbourne
2017,5,Launceston,286,Melbourne
2017,5,Mildura,295,Melbourne
2017,5,Newcastle,300,Melbourne
2017,5,Perth,386,Melbourne
2017,5,Sunshine Coast,352,Melbourne
2017,5,Sydney,256,Melbourne
2017,6,Adelaide,192,Melbourne
2017,6,Brisbane,161,Melbourne
2017,6,Cairns,162,Melbourne
2017,6,Canberra,184,Melbourne
2017,6,Darwin,216,Melbourne
2017,6,Gold Coast,256,Melbourne
2017,6,Hobart,304,Melbourne
2017,6,Launceston,345,Melbourne
2017,6,Mildura,273,Melbourne
2017,6,Newcastle,160,Melbourne
2017,6,Perth,416,Melbourne
2017,6,Sunshine Coast,378,Melbourne
2017,6,Sydney,170,Melbourne
2017,7,Adelaide,39,Melbourne
2017,7,Brisbane,12,Melbourne
2017,7,Cairns,13,Melbourne
2017,7,Canberra,79,Melbourne
2017,7,Darwin,147,Melbourne
2017,7,Gold Coast,218,Melbourne
2017,7,Hobart,290,Melbourne
2017,7,Launceston,348,Melbourne
2017,7,Mildura,281,Melbourne
2017,7,Newcastle,159,Melbourne
2017,7,Perth,389,Melbourne
2017,7,Sunshine Coast,357,Melbourne
2017,7,Sydney,169,Melbourne
2017,8,Adelaide,42,Melbourne
2017,8,Brisbane,21,Melbourne
2017,8,Cairns,23,Melbourne
2017,8,Canberra,16,Melbourne
2017,8,Darwin,77,Melbourne
2017,8,Gold Coast,159,Melbourne
2017,8,Hobart,261,Melbourne
2017,8,Launceston,359,Melbourne
2017,8,Mildura,297,Melbourne
2017,8,Newcastle,147,Melbourne
2017,8,Perth,376,Melbourne
2017,8,Sunshine Coast,333,Melbourne
2017,8,Sydney,134,Melbourne
2017,9,Adelaide,15,Melbourne
2017,9,Brisbane,21,Melbourne
2017,9,Cairns,22,Melbourne
2017,9,Canberra,103,Melbourne
2017,9,Darwin,176,Melbourne
2017,9,Gold Coast,242,Melbourne
2017,9,Hobart,299,Melbourne
2017,9,Launceston,337,Melbourne
2017,9,Mildura,281,Melbourne
2017,9,Newcastle,196,Melbourne
2017,9,Perth,437,Melbourne
2017,9,Sunshine Coast,393,Melbourne
2017,9,Sydney,193,Melbourne
2017,10,Adelaide,74,Melbourne
2017,10,Brisbane,39,Melbourne
2017,10,Cairns,86,Melbourne
2017,10,Canberra,167,Melbourne
2017,10,Darwin,235,Melbourne
2017,10,Gold Coast,289,Melbourne
2017,10,Hobart,328,Melbourne
2017,10,Launceston,344,Melbourne
2017,10,Mildura,277,Melbourne
2017,10,Newcastle,187,Melbourne
2017,10,Perth,398,Melbourne
2017,10,Sunshine Coast,355,Melbourne
2017,10,Sydney,168,Melbourne
2017,11,Adelaide,50,Melbourne
2017,11,Brisbane,2,Melbourne
2017,11,Cairns,23,Melbourne
2017,11,Canberra,80,Melbourne
2017,11,Darwin,140,Melbourne
2017,11,Gold Coast,204,Melbourne
2017,11,Hobart,269,Melbourne
2017,11,Launceston,325,Melbourne
2017,11,Mildura,289,Melbourne
2017,11,Newcastle,219,Melbourne
2017,11,Perth,435,Melbourne
2017,11,Sunshine Coast,368,Melbourne
2017,11,Sydney,155,Melbourne
2017,11,Townsville,35,Melbourne
2017,12,Adelaide,9,Melbourne
2017,12,Brisbane,78,Melbourne
2017,12,Cairns,223,Melbourne
2017,12,Canberra,343,Melbourne
2017,12,Darwin,420,Melbourne
2017,12,Gold Coast,454,Melbourne
2017,12,Hobart,444,Melbourne
2017,12,Launceston,393,Melbourne
2017,12,Mildura,307,Melbourne
2017,12,Newcastle,265,Melbourne
2017,12,Perth,605,Melbourne
2017,12,Sunshine Coast,585,Melbourne
2017,12,Sydney,350,Melbourne
2017,12,Townsville,180,Melbourne
2018,1,Adelaide,76,Melbourne
2018,1,Brisbane,39,Melbourne
2018,1,Cairns,60,Melbourne
2018,1,Canberra,100,Melbourne
2018,1,Darwin,151,Melbourne
2018,1,Gold Coast,215,Melbourne
2018,1,Hobart,290,Melbourne
2018,1,Launceston,356,Melbourne
2018,1,Mildura,295,Melbourne
2018,1,Newcastle,181,Melbourne
2018,1,Perth,457,Melbourne
2018,1,Sunshine Coast,402,Melbourne
2018,1,Sydney,155,Melbourne
2018,1,Townsville,8,Melbourne
2018,2,Adelaide,89,Melbourne
2018,2,Brisbane,86,Melbourne
2018,2,Cairns,11,Melbourne
2018,2,Canberra,70,Melbourne
2018,2,Darwin,150,Melbourne
2018,2,Gold Coast,227,Melbourne
2018,2,Hobart,300,Melbourne
2018,2,Launceston,356,Melbourne
2018,2,Mildura,309,Melbourne
2018,2,Newcastle,218,Melbourne
2018,2,Perth,421,Melbourne
2018,2,Sunshine Coast,369,Melbourne
2018,2,Sydney,179,Melbourne
2018,2,Townsville,66,Melbourne
2018,3,Adelaide,33,Melbourne
2018,3,Brisbane,79,Melbourne
2018,3,Cairns,190,Melbourne
2018,3,Canberra,292,Melbourne
2018,3,Darwin,370,Melbourne
2018,3,Gold Coast,427,Melbourne
2018,3,Hobart,460,Melbourne
2018,3,Launceston,457,Melbourne
2018,3,Mildura,340,Melbourne
2018,3,Newcastle,218,Melbourne
2018,3,Perth,647,Melbourne
2018,3,Sunshine Coast,591,Melbourne
2018,3,Sydney,249,Melbourne
2018,3,Townsville,12,Melbourne
2018,4,Adelaide,119,Melbourne
2018,4,Brisbane,145,Melbourne
2018,4,Cairns,77,Melbourne
2018,4,Canberra,9,Melbourne
2018,4,Darwin,104,Melbourne
2018,4,Gold Coast,207,Melbourne
2018,4,Hobart,317,Melbourne
2018,4,Launceston,410,Melbourne
2018,4,Mildura,334,Melbourne
2018,4,Newcastle,181,Melbourne
2018,4,Perth,494,Melbourne
2018,4,Sunshine Coast,390,Melbourne
2018,4,Sydney,167,Melbourne
2018,4,Townsville,238,Melbourne
2018,5,Adelaide,304,Melbourne
2018,5,Brisbane,315,Melbourne
2018,5,Cairns,272,Melbourne
2018,5,Canberra,221,Melbourne
2018,5,Darwin,209,Melbourne
2018,5,Gold Coast,237,Melbourne
2018,5,Hobart,303,Melbourne
2018,5,Launceston,381,Melbourne
2018,5,Mildura,301,Melbourne
2018,5,Newcastle,145,Melbourne
2018,5,Perth,434,Melbourne
2018,5,Sunshine Coast,360,Melbourne
2018,5,Sydney,167,Melbourne
2018,5,Townsville,214,Melbourne
2018,6,Adelaide,272,Melbourne
2018,6,Brisbane,303,Melbourne
2018,6,Cairns,308,Melbourne
2018,6,Canberra,307,Melbourne
2018,6,Darwin,321,Melbourne
2018,6,Gold Coast,349,Melbourne
2018,6,Hobart,391,Melbourne
2018,6,Launceston,424,Melbourne
2018,6,Mildura,306,Melbourne
2018,6,Newcastle,148,Melbourne
2018,6,Perth,558,Melbourne
2018,6,Sunshine Coast,387,Melbourne
2018,6,Sydney,186,Melbourne
2018,6,Townsville,596,Melbourne
2018,7,Adelaide,881,Melbourne
2018,7,Brisbane,920,Melbourne
2018,7,Cairns,711,Melbourne
2018,7,Canberra,433,Melbourne
2018,7,Darwin,264,Melbourne
2018,7,Gold Coast,203,Melbourne
2018,7,Hobart,250,Melbourne
2018,7,Launceston,365,Melbourne
2018,7,Mildura,305,Melbourne
2018,7,Newcastle,148,Melbourne
2018,7,Perth,444,Melbourne
2018,7,Sunshine Coast,309,Melbourne
2018,7,Sydney,155,Melbourne
2018,7,Townsville,463,Melbourne
2018,8,Adelaide,679,Melbourne
2018,8,Brisbane,713,Melbourne
2018,8,Cairns,563,Melbourne
2018,8,Canberra,363,Melbourne
2018,8,Darwin,247,Melbourne
2018,8,Gold Coast,215,Melbourne
2018,8,Hobart,266,Melbourne
2018,8,Launceston,365,Melbourne
2018,8,Mildura,305,Melbourne
2018,8,Newcastle,172,Melbourne
2018,8,Perth,532,Melbourne
2018,8,Sunshine Coast,466,Melbourne
2018,8,Sydney,170,Melbourne
2018,9,Adelaide,11,Melbourne
2018,9,Brisbane,9,Melbourne
2018,9,Cairns,108,Melbourne
2018,9,Canberra,270,Melbourne
2018,9,Darwin,385,Melbourne
2018,9,Gold Coast,454,Melbourne
2018,9,Hobart,474,Melbourne
2018,9,Launceston,440,Melbourne
2018,9,Mildura,305,Melbourne
2018,9,Newcastle,172,Melbourne
2018,9,Perth,540,Melbourne
2018,9,Sunshine Coast,485,Melbourne
2018,9,Sydney,193,Melbourne
2018,10,Adelaide,19,Melbourne
2018,10,Brisbane,35,Melbourne
2018,10,Cairns,28,Melbourne
2018,10,Canberra,138,Melbourne
2018,10,Darwin,224,Melbourne
2018,10,Gold Coast,286,Melbourne
2018,10,Hobart,322,Melbourne
2018,10,Launceston,331,Melbourne
2018,10,Mildura,303,Melbourne
2018,10,Newcastle,283,Melbourne
2018,10,Perth,477,Melbourne
2018,10,Sunshine Coast,394,Melbourne
2018,10,Sydney,169,Melbourne
2018,11,Adelaide,24,Melbourne
2018,11,Brisbane,37,Melbourne
2018,11,Cairns,19,Melbourne
2018,11,Canberra,43,Melbourne
2018,11,Darwin,113,Melbourne
2018,11,Gold Coast,191,Melbourne
2018,11,Hobart,275,Melbourne
2018,11,Launceston,349,Melbourne
2018,11,Mildura,303,Melbourne
2018,11,Newcastle,204,Melbourne
2018,11,Perth,453,Melbourne
2018,11,Sunshine Coast,401,Melbourne
2018,11,Sydney,192,Melbourne
2018,12,Adelaide,86,Melbourne
2018,12,Brisbane,86,Melbourne
2018,12,Cairns,190,Melbourne
2018,12,Canberra,327,Melbourne
2018,12,Darwin,425,Melbourne
2018,12,Gold Coast,484,Melbourne
2018,12,Hobart,502,Melbourne
2018,12,Launceston,475,Melbourne
2018,12,Mildura,359,Melbourne
2018,12,Newcastle,266,Melbourne
2018,12,Perth,720,Melbourne
2018,12,Sunshine Coast,688,Melbourne
2018,12,Sydney,369,Melbourne
2019,1,Adelaide,150,Melbourne
2019,1,Brisbane,34,Melbourne
2019,1,Cairns,19,Melbourne
2019,1,Canberra,63,Melbourne
2019,1,Darwin,124,Melbourne
2019,1,Gold Coast,203,Melbourne
2019,1,Hobart,298,Melbourne
2019,1,Launceston,386,Melbourne
2019,1,Mildura,327,Melbourne
2019,1,Newcastle,191,Melbourne
2019,1,Perth,429,Melbourne
2019,1,Sunshine Coast,380,Melbourne
2019,1,Sydney,166,Melbourne
2019,2,Adelaide,33,Melbourne
2019,2,Brisbane,16,Melbourne
2019,2,Cairns,14,Melbourne
2019,2,Canberra,83,Melbourne
2019,2,Darwin,146,Melbourne
2019,2,Gold Coast,203,Melbourne
2019,2,Hobart,253,Melbourne
2019,2,Launceston,293,Melbourne
2019,2,Mildura,301,Melbourne
2019,2,Newcastle,299,Melbourne
2019,2,Perth,396,Melbourne
2019,2,Sunshine Coast,343,Melbourne
2019,2,Sydney,216,Melbourne
2019,3,Adelaide,133,Melbourne
2019,3,Brisbane,96,Melbourne
2019,3,Cairns,104,Melbourne
2019,3,Canberra,139,Melbourne
2019,3,Darwin,183,Melbourne
2019,3,Gold Coast,238,Melbourne
2019,3,Hobart,301,Melbourne
2019,3,Launceston,360,Melbourne
2019,3,Mildura,327,Melbourne
2019,3,Newcastle,248,Melbourne
2019,3,Perth,405,Melbourne
2019,3,Sunshine Coast,346,Melbourne
2019,3,Sydney,168,Melbourne
2019,4,Adelaide,48,Melbourne
2019,4,Brisbane,11,Melbourne
2019,4,Cairns,12,Melbourne
2019,4,Canberra,29,Melbourne
2019,4,Darwin,97,Melbourne
2019,4,Gold Coast,190,Melbourne
2019,4,Hobart,308,Melbourne
2019,4,Launceston,421,Melbourne
2019,4,Mildura,343,Melbourne
2019,4,Newcastle,183,Melbourne
2019,4,Perth,593,Melbourne
2019,4,Sunshine Coast,541,Melbourne
2019,4,Sydney,218,Melbourne
2019,5,Adelaide,10,Melbourne
2019,5,Brisbane,82,Melbourne
2019,5,Cairns,59,Melbourne
2019,5,Canberra,23,Melbourne
2019,5,Darwin,112,Melbourne
2019,5,Gold Coast,208,Melbourne
2019,5,Hobart,308,Melbourne
2019,5,Launceston,390,Melbourne
2019,5,Mildura,304,Melbourne
2019,5,Newcastle,123,Melbourne
2019,5,Perth,325,Melbourne
2019,5,Sunshine Coast,305,Melbourne
2019,5,Sydney,148,Melbourne
2019,6,Adelaide,55,Melbourne
2019,6,Brisbane,28,Melbourne
2019,6,Cairns,65,Melbourne
2019,6,Canberra,134,Melbourne
2019,6,Darwin,203,Melbourne
2019,6,Gold Coast,273,Melbourne
2019,6,Hobart,342,Melbourne
2019,6,Launceston,391,Melbourne
2019,6,Mildura,304,Melbourne
2019,6,Newcastle,171,Melbourne
2019,6,Perth,498,Melbourne
2019,6,Sunshine Coast,446,Melbourne
2019,6,Sydney,176,Melbourne
2019,7,Adelaide,3,Melbourne
2019,7,Brisbane,72,Melbourne
2019,7,Cairns,49,Melbourne
2019,7,Canberra,25,Melbourne
2019,7,Darwin,105,Melbourne
2019,7,Gold Coast,191,Melbourne
2019,7,Hobart,282,Melbourne
2019,7,Launceston,359,Melbourne
2019,7,Mildura,302,Melbourne
2019,7,Newcastle,172,Melbourne
2019,7,Perth,360,Melbourne
2019,7,Sunshine Coast,320,Melbourne
2019,7,Sydney,147,Melbourne
2019,8,Adelaide,39,Melbourne
2019,8,Brisbane,3,Melbourne
2019,8,Cairns,19,Melbourne
2019,8,Canberra,76,Melbourne
2019,8,Darwin,138,Melbourne
2019,8,Gold Coast,205,Melbourne
2019,8,Hobart,275,Melbourne
2019,8,Launceston,336,Melbourne
2019,8,Mildura,302,Melbourne
2019,8,Newcastle,226,Melbourne
2019,8,Perth,413,Melbourne
2019,8,Sunshine Coast,350,Melbourne
2019,8,Sydney,158,Melbourne
2019,9,Adelaide,49,Melbourne
2019,9,Brisbane,24,Melbourne
2019,9,Cairns,83,Melbourne
2019,9,Canberra,175,Melbourne
2019,9,Darwin,249,Melbourne
2019,9,Gold Coast,307,Melbourne
2019,9,Hobart,346,Melbourne
2019,9,Launceston,360,Melbourne
2019,9,Mildura,302,Melbourne
2019,9,Newcastle,234,Melbourne
2019,9,Perth,472,Melbourne
2019,9,Sunshine Coast,411,Melbourne
2019,9,Sydney,190,Melbourne
2019,10,Adelaide,59,Melbourne
2019,10,Brisbane,19,Melbourne
2019,10,Cairns,69,Melbourne
2019,10,Canberra,156,Melbourne
2019,10,Darwin,226,Melbourne
2019,10,Gold Coast,280,Melbourne
2019,10,Hobart,315,Melbourne
2019,10,Launceston,330,Melbourne
2019,10,Mildura,300,Melbourne
2019,10,Newcastle,264,Melbourne
2019,10,Perth,415,Melbourne
2019,10,Sunshine Coast,350,Melbourne
2019,10,Sydney,174,Melbourne
2019,11,Adelaide,66,Melbourne
2019,11,Brisbane,26,Melbourne
2019,11,Cairns,55,Melbourne
2019,11,Canberra,115,Melbourne
2019,11,Darwin,170,Melbourne
2019,11,Gold Coast,221,Melbourne
2019,11,Hobart,265,Melbourne
2019,11,Launceston,301,Melbourne
2019,11,Mildura,300,Melbourne
2019,11,Newcastle,298,Melbourne
2019,11,Perth,459,Melbourne
2019,11,Sunshine Coast,372,Melbourne
2019,11,Sydney,180,Melbourne
2019,12,Adelaide,97,Melbourne
2019,12,Brisbane,125,Melbourne
2019,12,Cairns,264,Melbourne
2019,12,Canberra,424,Melbourne
2019,12,Darwin,517,Melbourne
2019,12,Gold Coast,544,Melbourne
2019,12,Hobart,503,Melbourne
2019,12,Launceston,407,Melbourne
2019,12,Mildura,316,Melbourne
2019,12,Newcastle,326,Melbourne
2019,12,Perth,771,Melbourne
2019,12,Sunshine Coast,679,Melbourne
2019,12,Sydney,300,Melbourne
2020,1,Adelaide,57,Melbourne
2020,1,Brisbane,47,Melbourne
2020,1,Cairns,15,Melbourne
2020,1,Canberra,77,Melbourne
2020,1,Darwin,156,Melbourne
2020,1,Gold Coast,221,Melbourne
2020,1,Hobart,270,Melbourne
2020,1,Launceston,297,Melbourne
2020,1,Mildura,245,Melbourne
2020,1,Newcastle,183,Melbourne
2020,1,Perth,455,Melbourne
2020,1,Sunshine Coast,407,Melbourne
2020,1,Sydney,182,Melbourne
2020,2,Adelaide,39,Melbourne
2020,2,Brisbane,19,Melbourne
2020,2,Cairns,3,Melbourne
2020,2,Canberra,71,Melbourne
2020,2,Darwin,144,Melbourne
2020,2,Gold Coast,222,Melbourne
2020,2,Hobart,304,Melbourne
2020,2,Launceston,375,Melbourne
2020,2,Mildura,339,Melbourne
2020,2,Newcastle,260,Melbourne
2020,2,Perth,502,Melbourne
2020,2,Sunshine Coast,430,Melbourne
2020,2,Sydney,190,Melbourne
2020,3,Adelaide,44,Melbourne
2020,3,Brisbane,6,Melbourne
2020,3,Cairns,37,Melbourne
2020,3,Canberra,127,Melbourne
2020,3,Darwin,211,Melbourne
2020,3,Gold Coast,292,Melbourne
2020,3,Hobart,367,Melbourne
2020,3,Launceston,419,Melbourne
2020,3,Mildura,339,Melbourne
2020,3,Newcastle,222,Melbourne
2020,3,Perth,588,Melbourne
2020,3,Sunshine Coast,522,Melbourne
2020,3,Sydney,219,Melbourne
2020,4,Adelaide,43,Melbourne
2020,4,Brisbane,4,Melbourne
2020,4,Canberra,108,Melbourne
2020,4,Mildura,416,Melbourne
2020,4,Perth,735,Melbourne
2020,4,Sydney,174,Melbourne
2020,5,Adelaide,208,Melbourne
2020,5,Brisbane,204,Melbourne
2020,5,Canberra,49,Melbourne
2020,5,Mildura,416,Melbourne
2020,5,Perth,735,Melbourne
2020,5,Sydney,228,Melbourne
2020,6,Adelaide,149,Melbourne
2020,6,Brisbane,210,Melbourne
2020,6,Canberra,21,Melbourne
2020,6,Mildura,354,Melbourne
2020,6,Perth,735,Melbourne
2020,6,Sydney,226,Melbourne
2020,7,Adelaide,223,Melbourne
2020,7,Brisbane,423,Melbourne
2020,7,Canberra,380,Melbourne
2020,7,Hobart,121,Melbourne
2020,7,Mildura,349,Melbourne
2020,7,Perth,813,Melbourne
2020,7,Sydney,205,Melbourne
2020,8,Adelaide,239,Melbourne
2020,8,Brisbane,279,Melbourne
2020,8,Canberra,40,Melbourne
2020,8,Mildura,349,Melbourne
2020,8,Perth,724,Melbourne
2020,8,Sydney,271,Melbourne
2020,9,Adelaide,87,Melbourne
2020,9,Brisbane,169,Melbourne
2020,9,Canberra,12,Melbourne
2020,9,Mildura,346,Melbourne
2020,9,Perth,724,Melbourne
2020,9,Sydney,227,Melbourne
2020,10,Adelaide,149,Melbourne
2020,10,Brisbane,210,Melbourne
2020,10,Canberra,22,Melbourne
2020,10,Mildura,346,Melbourne
2020,10,Perth,718,Melbourne
2020,10,Sydney,216,Melbourne
2020,11,Adelaide,198,Melbourne
2020,11,Brisbane,336,Melbourne
2020,11,Canberra,197,Melbourne
2020,11,Gold Coast,162,Melbourne
2020,11,Hobart,401,Melbourne
2020,11,Launceston,462,Melbourne
2020,11,Mildura,346,Melbourne
2020,11,Newcastle,204,Melbourne
2020,11,Perth,718,Melbourne
2020,11,Sunshine Coast,654,Melbourne
2020,11,Sydney,276,Melbourne
2020,12,Adelaide,73,Melbourne
2020,12,Brisbane,46,Melbourne
2020,12,Cairns,171,Melbourne
2020,12,Canberra,307,Melbourne
2020,12,Gold Coast,430,Melbourne
2020,12,Hobart,539,Melbourne
2020,12,Launceston,602,Melbourne
2020,12,Mildura,420,Melbourne
2020,12,Newcastle,154,Melbourne
2020,12,Perth,706,Melbourne
2020,12,Sunshine Coast,667,Melbourne
2020,12,Sydney,276,Melbourne
2021,1,Adelaide,38,Melbourne
2021,1,Brisbane,45,Melbourne
2021,1,Cairns,7,Melbourne
2021,1,Canberra,96,Melbourne
2021,1,Gold Coast,206,Melbourne
2021,1,Hobart,335,Melbourne
2021,1,Launceston,450,Melbourne
2021,1,Mildura,341,Melbourne
2021,1,Newcastle,154,Melbourne
2021,1,Perth,713,Melbourne
2021,1,Sunshine Coast,634,Melbourne
2021,1,Sydney,199,Melbourne
2021,2,Adelaide,52,Melbourne
2021,2,Brisbane,118,Melbourne
2021,2,Cairns,22,Melbourne
2021,2,Canberra,103,Melbourne
2021,2,Gold Coast,238,Melbourne
2021,2,Hobart,380,Melbourne
