Year,Month,Distance_GC_(km),Arriving_Port,Departing_Port
2013,5,1312,Port Hedland,Perth
2013,5,3284,Sydney,Perth
2013,6,1019,Newman,Perth
2013,6,1312,Port Hedland,Perth
2013,6,3284,Sydney,Perth
2013,7,1019,Newman,Perth
2013,7,1312,Port Hedland,Perth
2013,7,3284,Sydney,Perth
2013,8,1019,Newman,Perth
2013,8,1312,Port Hedland,Perth
2013,8,3284,Sydney,Perth
2013,9,1019,Newman,Perth
2013,9,1312,Port Hedland,Perth
2013,9,3284,Sydney,Perth
2013,10,1019,Newman,Perth
2013,10,1312,Port Hedland,Perth
2013,10,3284,Sydney,Perth
2013,11,1019,Newman,Perth
2013,11,1312,Port Hedland,Perth
2013,11,3284,Sydney,Perth
2013,12,1019,Newman,Perth
2013,12,1312,Port Hedland,Perth
2013,12,3284,Sydney,Perth
2014,1,1019,Newman,Perth
2014,1,1312,Port Hedland,Perth
2014,1,3284,Sydney,Perth
2014,2,1019,Newman,Perth
2014,2,1312,Port Hedland,Perth
2014,2,3284,Sydney,Perth
2014,3,1019,Newman,Perth
2014,3,1312,Port Hedland,Perth
2014,3,3284,Sydney,Perth
2014,4,1019,Newman,Perth
2014,4,1312,Port Hedland,Perth
2014,4,3284,Sydney,Perth
2014,5,1019,Newman,Perth
2014,5,1312,Port Hedland,Perth
2014,5,3284,Sydney,Perth
2014,6,1019,Newman,Perth
2014,6,1312,Port Hedland,Perth
2014,6,3284,Sydney,Perth
2014,7,1019,Newman,Perth
2014,7,1312,Port Hedland,Perth
2014,7,3284,Sydney,Perth
2014,8,1019,Newman,Perth
2014,8,1312,Port Hedland,Perth
2014,8,3284,Sydney,Perth
2014,9,1019,Newman,Perth
2014,9,1312,Port Hedland,Perth
2014,9,3284,Sydney,Perth
2014,10,1019,Newman,Perth
2014,10,1312,Port Hedland,Perth
2014,10,3284,Sydney,Perth
2014,11,1019,Newman,Perth
2014,11,1312,Port Hedland,Perth
2014,11,3284,Sydney,Perth
2014,12,1019,Newman,Perth
2014,12,1312,Port Hedland,Perth
2014,12,3284,Sydney,Perth
2015,1,1019,Newman,Perth
2015,1,1312,Port Hedland,Perth
2015,1,3284,Sydney,Perth
2015,2,1019,Newman,Perth
2015,2,1312,Port Hedland,Perth
2015,2,3284,Sydney,Perth
2015,3,1019,Newman,Perth
2015,3,1312,Port Hedland,Perth
2015,3,3284,Sydney,Perth
2015,4,1019,Newman,Perth
2015,4,1312,Port Hedland,Perth
2015,4,3284,Sydney,Perth
2015,5,1019,Newman,Perth
2015,5,1312,Port Hedland,Perth
2015,5,3284,Sydney,Perth
2015,6,1019,Newman,Perth
2015,6,1312,Port Hedland,Perth
2015,6,3284,Sydney,Perth
2015,7,1019,Newman,Perth
2015,7,1312,Port Hedland,Perth
2015,7,3284,Sydney,Perth
2015,8,1019,Newman,Perth
2015,8,1312,Port Hedland,Perth
2015,8,3284,Sydney,Perth
2015,9,1019,Newman,Perth
2015,9,1312,Port Hedland,Perth
2015,9,3284,Sydney,Perth
2015,10,1019,Newman,Perth
2015,10,1312,Port Hedland,Perth
2015,10,3284,Sydney,Perth
2015,11,1019,Newman,Perth
2015,11,1312,Port Hedland,Perth
2015,11,3284,Sydney,Perth
2015,12,1019,Newman,Perth
2015,12,1312,Port Hedland,Perth
2015,12,3284,Sydney,Perth
2016,1,1019,Newman,Perth
2016,1,1312,Port Hedland,Perth
2016,1,3284,Sydney,Perth
2016,2,1019,Newman,Perth
2016,2,1312,Port Hedland,Perth
2016,2,3284,Sydney,Perth
2016,3,1019,Newman,Perth
2016,3,1312,Port Hedland,Perth
2016,3,3284,Sydney,Perth
2016,4,1019,Newman,Perth
2016,4,1312,Port Hedland,Perth
2016,4,3284,Sydney,Perth
2016,5,1019,Newman,Perth
2016,5,1312,Port Hedland,Perth
2016,5,3284,Sydney,Perth
2016,6,1019,Newman,Perth
2016,6,1312,Port Hedland,Perth
2016,6,3284,Sydney,Perth
2016,7,1019,Newman,Perth
2016,7,1312,Port Hedland,Perth
2016,7,3284,Sydney,Perth
2016,8,1019,Newman,Perth
2016,8,1312,Port Hedland,Perth
2016,8,3284,Sydney,Perth
2016,9,1019,Newman,Perth
2016,9,1312,Port Hedland,Perth
2016,9,3284,Sydney,Perth
2016,10,1019,Newman,Perth
2016,10,1312,Port Hedland,Perth
2016,10,3284,Sydney,Perth
2016,11,1019,Newman,Perth
2016,11,1312,Port Hedland,Perth
2016,11,3284,Sydney,Perth
2016,12,1019,Newman,Perth
2016,12,1312,Port Hedland,Perth
2016,12,3284,Sydney,Perth
2017,1,1019,Newman,Perth
2017,1,1312,Port Hedland,Perth
2017,1,3284,Sydney,Perth
2017,2,1019,Newman,Perth
2017,2,1312,Port Hedland,Perth
2017,2,3284,Sydney,Perth
2017,3,1019,Newman,Perth
2017,3,1312,Port Hedland,Perth
2017,3,3284,Sydney,Perth
2017,4,1019,Newman,Perth
2017,4,1312,Port Hedland,Perth
2017,4,3284,Sydney,Perth
2017,5,1019,Newman,Perth
2017,5,1312,Port Hedland,Perth
2017,5,3284,Sydney,Perth
2017,6,1019,Newman,Perth
2017,6,1312,Port Hedland,Perth
2017,6,3284,Sydney,Perth
2017,7,1019,Newman,Perth
2017,7,1312,Port Hedland,Perth
2017,7,3284,Sydney,Perth
2017,8,1019,Newman,Perth
2017,8,1312,Port Hedland,Perth
2017,8,3284,Sydney,Perth
2017,9,1019,Newman,Perth
2017,9,1312,Port Hedland,Perth
2017,9,3284,Sydney,Perth
2017,10,1019,Newman,Perth
2017,10,1312,Port Hedland,Perth
2017,10,3284,Sydney,Perth
2017,11,1019,Newman,Perth
2017,11,1312,Port Hedland,Perth
2017,11,3284,Sydney,Perth
2017,12,1019,Newman,Perth
2017,12,1312,Port Hedland,Perth
2017,12,3284,Sydney,Perth
2018,1,1019,Newman,Perth
2018,1,1312,Port Hedland,Perth
2018,1,3284,Sydney,Perth
2018,2,1019,Newman,Perth
2018,2,1312,Port Hedland,Perth
2018,2,3284,Sydney,Perth
2018,3,1019,Newman,Perth
2018,3,1312,Port Hedland,Perth
2018,3,3284,Sydney,Perth
2018,4,1019,Newman,Perth
2018,4,1312,Port Hedland,Perth
2018,4,3284,Sydney,Perth
2018,5,1019,Newman,Perth
2018,5,1312,Port Hedland,Perth
2018,5,3284,Sydney,Perth
2018,6,1019,Newman,Perth
2018,6,1312,Port Hedland,Perth
2018,6,3284,Sydney,Perth
2018,7,1019,Newman,Perth
2018,7,1312,Port Hedland,Perth
2018,7,3284,Sydney,Perth
2018,8,1019,Newman,Perth
2018,8,1312,Port Hedland,Perth
2018,8,3284,Sydney,Perth
2018,9,1019,Newman,Perth
2018,9,1312,Port Hedland,Perth
2018,9,3284,Sydney,Perth
2018,10,1019,Newman,Perth
2018,10,1312,Port Hedland,Perth
2018,10,3284,Sydney,Perth
2018,11,1019,Newman,Perth
2018,11,1312,Port Hedland,Perth
2018,11,3284,Sydney,Perth
2018,12,1019,Newman,Perth
2018,12,1312,Port Hedland,Perth
2018,12,3284,Sydney,Perth
2019,1,1019,Newman,Perth
2019,1,1312,Port Hedland,Perth
2019,1,3284,Sydney,Perth
2019,2,1019,Newman,Perth
2019,2,1312,Port Hedland,Perth
2019,2,3284,Sydney,Perth
2019,3,1019,Newman,Perth
2019,3,1312,Port Hedland,Perth
2019,3,3284,Sydney,Perth
2019,4,1019,Newman,Perth
2019,4,1312,Port Hedland,Perth
2019,4,3284,Sydney,Perth
2019,5,1019,Newman,Perth
2019,5,1312,Port Hedland,Perth
2019,5,3284,Sydney,Perth
2019,6,1019,Newman,Perth
2019,6,1312,Port Hedland,Perth
2019,6,3284,Sydney,Perth
2019,7,1019,Newman,Perth
2019,7,1312,Port Hedland,Perth
2019,7,3284,Sydney,Perth
2019,8,1019,Newman,Perth
2019,8,1312,Port Hedland,Perth
2019,8,3284,Sydney,Perth
2019,9,1019,Newman,Perth
2019,9,1312,Port Hedland,Perth
2019,9,3284,Sydney,Perth
2019,10,1019,Newman,Perth
2019,10,1312,Port Hedland,Perth
2019,10,3284,Sydney,Perth
2019,11,1019,Newman,Perth
2019,11,1312,Port Hedland,Perth
2019,11,3284,Sydney,Perth
2019,12,1019,Newman,Perth
2019,12,1312,Port Hedland,Perth
2019,12,3284,Sydney,Perth
2020,1,1019,Newman,Perth
2020,1,1312,Port Hedland,Perth
2020,1,3284,Sydney,Perth
2020,2,1019,Newman,Perth
2020,2,1312,Port Hedland,Perth
2020,2,3284,Sydney,Perth
2020,3,1019,Newman,Perth
2020,3,1312,Port Hedland,Perth
2020,3,3284,Sydney,Perth
2020,4,1019,Newman,Perth
2020,4,1312,Port Hedland,Perth
2020,4,3284,Sydney,Perth
2020,5,1019,Newman,Perth
2020,5,1312,Port Hedland,Perth
2020,5,3284,Sydney,Perth
2020,6,1019,Newman,Perth
2020,6,1312,Port Hedland,Perth
2020,6,3284,Sydney,Perth
2020,7,1019,Newman,Perth
2020,7,1312,Port Hedland,Perth
2020,7,3284,Sydney,Perth
2020,8,1019,Newman,Perth
2020,8,1312,Port Hedland,Perth
2020,8,3284,Sydney,Perth
2020,9,1019,Newman,Perth
2020,9,1312,Port Hedland,Perth
2020,9,3284,Sydney,Perth
2020,10,1019,Newman,Perth
2020,10,1312,Port Hedland,Perth
2020,10,3284,Sydney,Perth
2020,11,1019,Newman,Perth
2020,11,1312,Port Hedland,Perth
2020,11,3284,Sydney,Perth
2020,12,1019,Newman,Perth
2020,12,1312,Port Hedland,Perth
2020,12,3284,Sydney,Perth
2021,1,1019,Newman,Perth
2021,1,1312,Port Hedland,Perth
2021,1,3284,Sydney,Perth
2021,2,1019,Newman,Perth
2021,2,1312,Port Hedland,Perth
2021,2,3284,Sydney,Perth
2021,3,1019,Newman,Perth
2021,3,1312,Port Hedland,Perth
2021,3,3284,Sydney,Perth
2021,4,1019,Newman,Perth
2021,4,1312,Port Hedland,Perth
2021,4,3284,Sydney,Perth
2021,5,1019,Newman,Perth
2021,5,1312,Port Hedland,Perth
2021,5,3284,Sydney,Perth
2021,6,1019,Newman,Perth
2021,6,1312,Port Hedland,Perth
2021,6,3284,Sydney,Perth
2021,7,1019,Newman,Perth
2021,7,1312,Port Hedland,Perth
2021,7,3284,Sydney,Perth
2021,8,1019,Newman,Perth
2021,8,1312,Port Hedland,Perth
2021,8,3284,Sydney,Perth
2021,9,1019,Newman,Perth
2021,9,1312,Port Hedland,Perth
2021,9,3284,Sydney,Perth
2021,10,1019,Newman,Perth
2021,10,1312,Port Hedland,Perth
2021,10,3284,Sydney,Perth
2021,11,1019,Newman,Perth
2021,11,1312,Port Hedland,Perth
2021,11,3284,Sydney,Perth
2021,12,1019,Newman,Perth
2021,12,1312,Port Hedland,Perth
2021,12,3284,Sydney,Perth
2022,1,1019,Newman,Perth
2022,1,1312,Port Hedland,Perth
2022,1,3284,Sydney,Perth
2022,2,1019,Newman,Perth
2022,2,1312,Port Hedland,Perth
2022,2,3284,Sydney,Perth
2022,3,1019,Newman,Perth
2022,3,1312,Port Hedland,Perth
2022,3,3284,Sydney,Perth
2022,4,1019,Newman,Perth
2022,4,1312,Port Hedland,Perth
2022,4,3284,Sydney,Perth
2022,5,1019,Newman,Perth
2022,5,1312,Port Hedland,Perth
2022,5,3284,Sydney,Perth
2022,6,1019,Newman,Perth
2022,6,1312,Port Hedland,Perth
2022,6,3284,Sydney,Perth
2022,7,1019,Newman,Perth
2022,7,1312,Port Hedland,Perth
2022,7,3284,Sydney,Perth
2022,8,1019,Newman,Perth
2022,8,1312,Port Hedland,Perth
2022,8,3284,Sydney,Perth
2022,9,1019,Newman,Perth
2022,9,1312,Port Hedland,Perth
2022,9,3284,Sydney,Perth
2022,10,1019,Newman,Perth
2022,10,1312,Port Hedland,Perth
2022,10,3284,Sydney,Perth
2022,11,1019,Newman,Perth
2022,11,1312,Port Hedland,Perth
2022,11,3284,Sydney,Perth
2022,12,1019,Newman,Perth
2022,12,1312,Port Hedland,Perth
2022,12,3284,Sydney,Perth
2023,1,1019,Newman,Perth
2023,1,1312,Port Hedland,Perth
2023,1,3284,Sydney,Perth
2023,2,1019,Newman,Perth
2023,2,1312,Port Hedland,Perth
2023,2,3284,Sydney,Perth
2023,3,1019,Newman,Perth
2023,3,1312,Port Hedland,Perth
2023,3,3284,Sydney,Perth
2023,4,1019,Newman,Perth
2023,4,1312,Port Hedland,Perth
2023,4,3284,Sydney,Perth
2023,5,1019,Newman,Perth
2023,5,1312,Port Hedland,Perth
2023,5,3284,Sydney,Perth
2023,6,1019,Newman,Perth
2023,6,1312,Port Hedland,Perth
2023,6,3284,Sydney,Perth
2023,7,1019,Newman,Perth
2023,7,1312,Port Hedland,Perth
2023,7,3284,Sydney,Perth
2023,8,1019,Newman,Perth
2023,8,1312,Port Hedland,Perth
2023,8,3284,Sydney,Perth
2023,9,1019,Newman,Perth
2023,9,1312,Port Hedland,Perth
2023,9,3284,Sydney,Perth
2023,10,1019,Newman,Perth
2023,10,1312,Port Hedland,Perth
2023,10,3284,Sydney,Perth
2023,11,1019,Newman,Perth
2023,11,1312,Port Hedland,Perth
2023,11,3284,Sydney,Perth
2023,12,1019,Newman,Perth
2023,12,1312,Port Hedland,Perth
2023,12,3284,Sydney,Perth
2024,1,1019,Newman,Perth
2024,1,1312,Port Hedland,Perth
2024,1,3284,Sydney,Perth
2008,1,0,Sydney,Port Macquarie
2008,2,321,Sydney,Port Macquarie
2008,3,321,Sydney,Port Macquarie
2008,4,321,Sydney,Port Macquarie
2008,5,321,Sydney,Port Macquarie
2008,6,321,Sydney,Port Macquarie
2008,7,321,Sydney,Port Macquarie
2008,8,321,Sydney,Port Macquarie
2008,9,321,Sydney,Port Macquarie
2008,10,321,Sydney,Port Macquarie
2008,11,321,Sydney,Port Macquarie
2008,12,321,Sydney,Port Macquarie
2009,1,321,Sydney,Port Macquarie
2009,2,321,Sydney,Port Macquarie
2009,3,321,Sydney,Port Macquarie
2009,4,321,Sydney,Port Macquarie
2009,5,321,Sydney,Port Macquarie
2009,6,321,Sydney,Port Macquarie
2009,7,321,Sydney,Port Macquarie
2009,8,321,Sydney,Port Macquarie
2009,9,321,Sydney,Port Macquarie
2009,10,321,Sydney,Port Macquarie
2009,11,321,Sydney,Port Macquarie
2009,12,321,Sydney,Port Macquarie
2010,1,321,Sydney,Port Macquarie
2010,2,321,Sydney,Port Macquarie
2010,3,321,Sydney,Port Macquarie
2010,4,321,Sydney,Port Macquarie
2010,5,321,Sydney,Port Macquarie
2010,6,321,Sydney,Port Macquarie
2010,7,321,Sydney,Port Macquarie
2010,8,321,Sydney,Port Macquarie
2010,9,321,Sydney,Port Macquarie
2010,10,321,Sydney,Port Macquarie
2010,11,321,Sydney,Port Macquarie
2010,12,321,Sydney,Port Macquarie
2011,1,321,Sydney,Port Macquarie
2011,2,321,Sydney,Port Macquarie
2011,3,321,Sydney,Port Macquarie
2011,4,321,Sydney,Port Macquarie
2011,5,321,Sydney,Port Macquarie
2011,6,321,Sydney,Port Macquarie
2011,7,321,Sydney,Port Macquarie
2011,8,321,Sydney,Port Macquarie
2011,9,321,Sydney,Port Macquarie
2011,10,321,Sydney,Port Macquarie
2011,11,321,Sydney,Port Macquarie
2011,12,321,Sydney,Port Macquarie
2012,1,321,Sydney,Port Macquarie
2012,2,321,Sydney,Port Macquarie
2012,3,321,Sydney,Port Macquarie
2012,4,321,Sydney,Port Macquarie
2012,5,321,Sydney,Port Macquarie
2012,6,321,Sydney,Port Macquarie
2012,7,321,Sydney,Port Macquarie
2012,8,321,Sydney,Port Macquarie
2012,9,321,Sydney,Port Macquarie
2012,10,321,Sydney,Port Macquarie
2012,11,321,Sydney,Port Macquarie
2012,12,321,Sydney,Port Macquarie
2013,1,321,Sydney,Port Macquarie
2013,2,321,Sydney,Port Macquarie
2013,3,321,Sydney,Port Macquarie
2013,4,321,Sydney,Port Macquarie
2013,5,321,Sydney,Port Macquarie
2013,6,321,Sydney,Port Macquarie
2013,7,321,Sydney,Port Macquarie
2013,8,321,Sydney,Port Macquarie
2013,9,321,Sydney,Port Macquarie
2013,10,321,Sydney,Port Macquarie
2013,11,321,Sydney,Port Macquarie
2013,12,321,Sydney,Port Macquarie
2014,1,321,Sydney,Port Macquarie
2014,2,321,Sydney,Port Macquarie
2014,3,321,Sydney,Port Macquarie
2014,4,321,Sydney,Port Macquarie
2014,5,321,Sydney,Port Macquarie
2014,6,321,Sydney,Port Macquarie
2014,7,321,Sydney,Port Macquarie
2014,8,321,Sydney,Port Macquarie
2014,9,321,Sydney,Port Macquarie
2014,10,321,Sydney,Port Macquarie
2014,11,321,Sydney,Port Macquarie
2014,12,321,Sydney,Port Macquarie
2015,1,321,Sydney,Port Macquarie
2015,2,321,Sydney,Port Macquarie
2015,3,321,Sydney,Port Macquarie
2015,4,321,Sydney,Port Macquarie
2015,5,321,Sydney,Port Macquarie
2015,6,321,Sydney,Port Macquarie
2015,7,321,Sydney,Port Macquarie
2015,8,321,Sydney,Port Macquarie
2015,9,321,Sydney,Port Macquarie
2015,10,321,Sydney,Port Macquarie
2015,11,321,Sydney,Port Macquarie
2015,12,321,Sydney,Port Macquarie
2016,1,321,Sydney,Port Macquarie
2016,2,321,Sydney,Port Macquarie
2016,3,321,Sydney,Port Macquarie
2016,4,321,Sydney,Port Macquarie
2016,5,321,Sydney,Port Macquarie
2016,6,321,Sydney,Port Macquarie
2016,7,321,Sydney,Port Macquarie
2016,8,321,Sydney,Port Macquarie
2016,9,321,Sydney,Port Macquarie
2016,10,321,Sydney,Port Macquarie
2016,11,321,Sydney,Port Macquarie
2016,12,321,Sydney,Port Macquarie
2017,1,321,Sydney,Port Macquarie
2017,2,321,Sydney,Port Macquarie
2017,3,321,Sydney,Port Macquarie
2017,4,321,Sydney,Port Macquarie
2017,5,321,Sydney,Port Macquarie
2017,6,321,Sydney,Port Macquarie
2017,7,321,Sydney,Port Macquarie
2017,8,321,Sydney,Port Macquarie
2017,9,321,Sydney,Port Macquarie
2017,10,321,Sydney,Port Macquarie
2017,11,321,Sydney,Port Macquarie
2017,12,321,Sydney,Port Macquarie
2018,1,321,Sydney,Port Macquarie
2018,2,321,Sydney,Port Macquarie
2018,3,321,Sydney,Port Macquarie
2018,4,321,Sydney,Port Macquarie
2018,5,321,Sydney,Port Macquarie
2018,6,321,Sydney,Port Macquarie
2018,7,321,Sydney,Port Macquarie
2018,8,321,Sydney,Port Macquarie
2018,9,321,Sydney,Port Macquarie
2018,10,321,Sydney,Port Macquarie
2018,11,321,Sydney,Port Macquarie
2018,12,321,Sydney,Port Macquarie
2019,1,321,Sydney,Port Macquarie
2019,2,321,Sydney,Port Macquarie
2019,3,321,Sydney,Port Macquarie
2019,4,321,Sydney,Port Macquarie
2019,5,321,Sydney,Port Macquarie
2019,6,321,Sydney,Port Macquarie
2019,7,321,Sydney,Port Macquarie
2019,8,321,Sydney,Port Macquarie
2019,9,321,Sydney,Port Macquarie
2019,10,321,Sydney,Port Macquarie
2019,11,321,Sydney,Port Macquarie
2019,12,321,Sydney,Port Macquarie
2020,1,321,Sydney,Port Macquarie
2020,2,321,Sydney,Port Macquarie
2020,3,321,Sydney,Port Macquarie
2020,4,321,Sydney,Port Macquarie
2020,5,321,Sydney,Port Macquarie
2020,6,321,Sydney,Port Macquarie
2020,7,321,Sydney,Port Macquarie
2020,8,321,Sydney,Port Macquarie
2020,9,321,Sydney,Port Macquarie
2020,10,321,Sydney,Port Macquarie
2020,11,321,Sydney,Port Macquarie
2020,12,321,Sydney,Port Macquarie
2021,1,321,Sydney,Port Macquarie
2021,2,321,Sydney,Port Macquarie
2021,3,321,Sydney,Port Macquarie
2021,4,321,Sydney,Port Macquarie
2021,5,321,Sydney,Port Macquarie
2021,6,321,Sydney,Port Macquarie
2021,7,321,Sydney,Port Macquarie
2021,8,321,Sydney,Port Macquarie
2021,9,321,Sydney,Port Macquarie
2021,10,321,Sydney,Port Macquarie
2021,11,321,Sydney,Port Macquarie
2021,12,321,Sydney,Port Macquarie
2022,1,321,Sydney,Port Macquarie
2022,2,321,Sydney,Port Macquarie
2022,3,321,Sydney,Port Macquarie
2022,4,321,Sydney,Port Macquarie
2022,5,321,Sydney,Port Macquarie
2022,6,321,Sydney,Port Macquarie
2022,7,321,Sydney,Port Macquarie
2022,8,321,Sydney,Port Macquarie
2022,9,321,Sydney,Port Macquarie
2022,10,321,Sydney,Port Macquarie
2022,11,321,Sydney,Port Macquarie
2022,12,321,Sydney,Port Macquarie
2023,1,321,Sydney,Port Macquarie
2023,2,321,Sydney,Port Macquarie
2023,3,321,Sydney,Port Macquarie
2023,4,321,Sydney,Port Macquarie
2023,5,321,Sydney,Port Macquarie
2023,6,321,Sydney,Port Macquarie
2023,7,321,Sydney,Port Macquarie
2023,8,321,Sydney,Port Macquarie
2023,9,321,Sydney,Port Macquarie
2023,10,321,Sydney,Port Macquarie
2023,11,321,Sydney,Port Macquarie
2023,12,321,Sydney,Port Macquarie
2024,1,321,Sydney,Port Macquarie
2017,8,0,Sydney,Proserpine
2017,9,1517,Sydney,Proserpine
2017,10,1517,Sydney,Proserpine
2017,11,1517,Sydney,Proserpine
2017,12,1517,Sydney,Proserpine
2018,1,1517,Sydney,Proserpine
2018,2,1517,Sydney,Proserpine
2018,3,1517,Sydney,Proserpine
2018,4,1517,Sydney,Proserpine
2018,5,1517,Sydney,Proserpine
2018,6,1517,Sydney,Proserpine
2018,7,1517,Sydney,Proserpine
2018,8,1517,Sydney,Proserpine
2018,9,1517,Sydney,Proserpine
2018,10,1517,Sydney,Proserpine
2018,11,1517,Sydney,Proserpine
2018,12,1517,Sydney,Proserpine
2019,1,1517,Sydney,Proserpine
2019,2,1517,Sydney,Proserpine
2019,3,1517,Sydney,Proserpine
2019,4,1517,Sydney,Proserpine
2019,5,1517,Sydney,Proserpine
2019,6,1517,Sydney,Proserpine
2019,7,1517,Sydney,Proserpine
2019,8,1517,Sydney,Proserpine
2019,9,1517,Sydney,Proserpine
2019,10,1517,Sydney,Proserpine
2019,11,1517,Sydney,Proserpine
2019,12,1517,Sydney,Proserpine
2020,1,1517,Sydney,Proserpine
2020,2,1517,Sydney,Proserpine
2020,3,1517,Sydney,Proserpine
2020,4,1517,Sydney,Proserpine
2020,5,1517,Sydney,Proserpine
2020,6,1517,Sydney,Proserpine
2020,7,1517,Sydney,Proserpine
2020,8,1517,Sydney,Proserpine
2020,9,1517,Sydney,Proserpine
2020,10,1517,Sydney,Proserpine
2020,11,1517,Sydney,Proserpine
2020,12,1517,Sydney,Proserpine
2021,1,1517,Sydney,Proserpine
2021,2,1517,Sydney,Proserpine
2021,3,1517,Sydney,Proserpine
2021,4,1517,Sydney,Proserpine
2021,5,1517,Sydney,Proserpine
2021,6,1517,Sydney,Proserpine
2021,7,1517,Sydney,Proserpine
2021,8,1517,Sydney,Proserpine
2021,9,1517,Sydney,Proserpine
2021,10,1517,Sydney,Proserpine
2021,11,1517,Sydney,Proserpine
2021,12,1517,Sydney,Proserpine
2022,1,1517,Sydney,Proserpine
2022,2,1517,Sydney,Proserpine
2022,3,1517,Sydney,Proserpine
2022,4,1517,Sydney,Proserpine
2022,5,1517,Sydney,Proserpine
2022,6,1517,Sydney,Proserpine
2022,7,1517,Sydney,Proserpine
2022,8,1517,Sydney,Proserpine
2022,9,1517,Sydney,Proserpine
2022,10,1517,Sydney,Proserpine
2022,11,1517,Sydney,Proserpine
2022,12,1517,Sydney,Proserpine
2023,1,1517,Sydney,Proserpine
2023,2,1517,Sydney,Proserpine
2023,3,1517,Sydney,Proserpine
2023,4,1517,Sydney,Proserpine
2023,5,1517,Sydney,Proserpine
2023,6,1517,Sydney,Proserpine
2023,7,1517,Sydney,Proserpine
2023,8,1517,Sydney,Proserpine
2023,9,1517,Sydney,Proserpine
2023,10,1517,Sydney,Proserpine
2023,11,1517,Sydney,Proserpine
2023,12,1517,Sydney,Proserpine
2024,1,1517,Sydney,Proserpine
2008,1,837,Sydney,Sunshine Coast
2008,1,1454,Melbourne,Sunshine Coast
2008,2,837,Sydney,Sunshine Coast
2008,2,1454,Melbourne,Sunshine Coast
2008,3,837,Sydney,Sunshine Coast
2008,3,1454,Melbourne,Sunshine Coast
2008,4,837,Sydney,Sunshine Coast
2008,4,1454,Melbourne,Sunshine Coast
2008,5,837,Sydney,Sunshine Coast
2008,5,1454,Melbourne,Sunshine Coast
2008,6,837,Sydney,Sunshine Coast
2008,6,1454,Melbourne,Sunshine Coast
2008,7,837,Sydney,Sunshine Coast
2008,7,1454,Melbourne,Sunshine Coast
2008,8,837,Sydney,Sunshine Coast
2008,8,1454,Melbourne,Sunshine Coast
2008,9,837,Sydney,Sunshine Coast
2008,9,1454,Melbourne,Sunshine Coast
2008,10,837,Sydney,Sunshine Coast
2008,10,1454,Melbourne,Sunshine Coast
2008,11,837,Sydney,Sunshine Coast
2008,11,1454,Melbourne,Sunshine Coast
2008,12,837,Sydney,Sunshine Coast
2008,12,1454,Melbourne,Sunshine Coast
2009,1,837,Sydney,Sunshine Coast
2009,1,1454,Melbourne,Sunshine Coast
2009,2,837,Sydney,Sunshine Coast
2009,2,1454,Melbourne,Sunshine Coast
2009,3,837,Sydney,Sunshine Coast
2009,3,1454,Melbourne,Sunshine Coast
2009,4,837,Sydney,Sunshine Coast
2009,4,1454,Melbourne,Sunshine Coast
2009,5,837,Sydney,Sunshine Coast
2009,5,1454,Melbourne,Sunshine Coast
2009,6,837,Sydney,Sunshine Coast
2009,6,1454,Melbourne,Sunshine Coast
2009,7,837,Sydney,Sunshine Coast
2009,7,1454,Melbourne,Sunshine Coast
2009,8,837,Sydney,Sunshine Coast
2009,8,1454,Melbourne,Sunshine Coast
2009,9,837,Sydney,Sunshine Coast
2009,9,1454,Melbourne,Sunshine Coast
2009,10,837,Sydney,Sunshine Coast
2009,10,1454,Melbourne,Sunshine Coast
2009,11,837,Sydney,Sunshine Coast
2009,11,1454,Melbourne,Sunshine Coast
2009,12,837,Sydney,Sunshine Coast
2009,12,1454,Melbourne,Sunshine Coast
2010,1,837,Sydney,Sunshine Coast
2010,1,1454,Melbourne,Sunshine Coast
2010,2,837,Sydney,Sunshine Coast
2010,2,1454,Melbourne,Sunshine Coast
2010,3,837,Sydney,Sunshine Coast
2010,3,1454,Melbourne,Sunshine Coast
2010,4,837,Sydney,Sunshine Coast
2010,4,1454,Melbourne,Sunshine Coast
2010,5,837,Sydney,Sunshine Coast
2010,5,1454,Melbourne,Sunshine Coast
2010,6,837,Sydney,Sunshine Coast
2010,6,1454,Melbourne,Sunshine Coast
2010,7,837,Sydney,Sunshine Coast
2010,7,1454,Melbourne,Sunshine Coast
2010,8,837,Sydney,Sunshine Coast
2010,8,1454,Melbourne,Sunshine Coast
2010,9,837,Sydney,Sunshine Coast
2010,9,1454,Melbourne,Sunshine Coast
2010,10,837,Sydney,Sunshine Coast
2010,10,1454,Melbourne,Sunshine Coast
2010,11,837,Sydney,Sunshine Coast
2010,11,1454,Melbourne,Sunshine Coast
2010,12,837,Sydney,Sunshine Coast
2010,12,1454,Melbourne,Sunshine Coast
2011,1,837,Sydney,Sunshine Coast
2011,1,1454,Melbourne,Sunshine Coast
2011,2,837,Sydney,Sunshine Coast
2011,2,1454,Melbourne,Sunshine Coast
2011,3,837,Sydney,Sunshine Coast
2011,3,1454,Melbourne,Sunshine Coast
2011,4,837,Sydney,Sunshine Coast
2011,4,1454,Melbourne,Sunshine Coast
2011,5,837,Sydney,Sunshine Coast
2011,5,1454,Melbourne,Sunshine Coast
2011,6,837,Sydney,Sunshine Coast
2011,6,1454,Melbourne,Sunshine Coast
2011,7,837,Sydney,Sunshine Coast
2011,7,1454,Melbourne,Sunshine Coast
2011,8,837,Sydney,Sunshine Coast
2011,8,1454,Melbourne,Sunshine Coast
