Year,Month,Distance_GC_(km),Arriving_Port,Departing_Port
2023,7,1664,Launceston,Brisbane
2023,7,1791,Hobart,Brisbane
2023,7,2852,Darwin,Brisbane
2023,7,3615,Perth,Brisbane
2023,8,434,Gladstone,Brisbane
2023,8,518,Rockhampton,Brisbane
2023,8,614,Newcastle,Brisbane
2023,8,653,Emerald,Brisbane
2023,8,753,Sydney,Brisbane
2023,8,780,Moranbah,Brisbane
2023,8,797,Mackay,Brisbane
2023,8,888,Hamilton Island,Brisbane
2023,8,895,Proserpine,Brisbane
2023,8,956,Canberra,Brisbane
2023,8,1112,Townsville,Brisbane
2023,8,1381,Melbourne,Brisbane
2023,8,1391,Cairns,Brisbane
2023,8,1573,Mount Isa,Brisbane
2023,8,1664,Launceston,Brisbane
2023,8,1791,Hobart,Brisbane
2023,8,2852,Darwin,Brisbane
2023,8,3615,Perth,Brisbane
2023,9,434,Gladstone,Brisbane
2023,9,518,Rockhampton,Brisbane
2023,9,614,Newcastle,Brisbane
2023,9,653,Emerald,Brisbane
2023,9,753,Sydney,Brisbane
2023,9,780,Moranbah,Brisbane
2023,9,797,Mackay,Brisbane
2023,9,888,Hamilton Island,Brisbane
2023,9,895,Proserpine,Brisbane
2023,9,956,Canberra,Brisbane
2023,9,1112,Townsville,Brisbane
2023,9,1381,Melbourne,Brisbane
2023,9,1391,Cairns,Brisbane
2023,9,1573,Mount Isa,Brisbane
2023,9,1664,Launceston,Brisbane
2023,9,1791,Hobart,Brisbane
2023,9,2852,Darwin,Brisbane
2023,9,3615,Perth,Brisbane
2023,10,434,Gladstone,Brisbane
2023,10,518,Rockhampton,Brisbane
2023,10,614,Newcastle,Brisbane
2023,10,653,Emerald,Brisbane
2023,10,753,Sydney,Brisbane
2023,10,780,Moranbah,Brisbane
2023,10,797,Mackay,Brisbane
2023,10,888,Hamilton Island,Brisbane
2023,10,895,Proserpine,Brisbane
2023,10,956,Canberra,Brisbane
2023,10,1112,Townsville,Brisbane
2023,10,1381,Melbourne,Brisbane
2023,10,1391,Cairns,Brisbane
2023,10,1573,Mount Isa,Brisbane
2023,10,1664,Launceston,Brisbane
2023,10,1791,Hobart,Brisbane
2023,10,2852,Darwin,Brisbane
2023,10,3615,Perth,Brisbane
2023,11,434,Gladstone,Brisbane
2023,11,518,Rockhampton,Brisbane
2023,11,614,Newcastle,Brisbane
2023,11,653,Emerald,Brisbane
2023,11,753,Sydney,Brisbane
2023,11,780,Moranbah,Brisbane
2023,11,797,Mackay,Brisbane
2023,11,888,Hamilton Island,Brisbane
2023,11,895,Proserpine,Brisbane
2023,11,956,Canberra,Brisbane
2023,11,1112,Townsville,Brisbane
2023,11,1381,Melbourne,Brisbane
2023,11,1391,Cairns,Brisbane
2023,11,1573,Mount Isa,Brisbane
2023,11,1664,Launceston,Brisbane
2023,11,1791,Hobart,Brisbane
2023,11,2852,Darwin,Brisbane
2023,11,3615,Perth,Brisbane
2023,12,434,Gladstone,Brisbane
2023,12,518,Rockhampton,Brisbane
2023,12,614,Newcastle,Brisbane
2023,12,653,Emerald,Brisbane
2023,12,753,Sydney,Brisbane
2023,12,780,Moranbah,Brisbane
2023,12,797,Mackay,Brisbane
2023,12,888,Hamilton Island,Brisbane
2023,12,895,Proserpine,Brisbane
2023,12,956,Canberra,Brisbane
2023,12,1112,Townsville,Brisbane
2023,12,1381,Melbourne,Brisbane
2023,12,1391,Cairns,Brisbane
2023,12,1573,Mount Isa,Brisbane
2023,12,1664,Launceston,Brisbane
2023,12,1791,Hobart,Brisbane
2023,12,2852,Darwin,Brisbane
2023,12,3615,Perth,Brisbane
2024,1,434,Gladstone,Brisbane
2024,1,518,Rockhampton,Brisbane
2024,1,614,Newcastle,Brisbane
2024,1,653,Emerald,Brisbane
2024,1,753,Sydney,Brisbane
2024,1,780,Moranbah,Brisbane
2024,1,797,Mackay,Brisbane
2024,1,888,Hamilton Island,Brisbane
2024,1,895,Proserpine,Brisbane
2024,1,956,Canberra,Brisbane
2024,1,1112,Townsville,Brisbane
2024,1,1381,Melbourne,Brisbane
2024,1,1391,Cairns,Brisbane
2024,1,1573,Mount Isa,Brisbane
2024,1,1664,Launceston,Brisbane
2024,1,1791,Hobart,Brisbane
2024,1,2852,Darwin,Brisbane
2024,1,3615,Perth,Brisbane
2008,1,1677,Perth,Broome
2008,2,1677,Perth,Broome
2008,3,1677,Perth,Broome
2008,4,1677,Perth,Broome
2008,5,1677,Perth,Broome
2008,6,1677,Perth,Broome
2008,7,1677,Perth,Broome
2008,8,1677,Perth,Broome
2008,9,1677,Perth,Broome
2008,10,1677,Perth,Broome
2008,11,1677,Perth,Broome
2008,12,1677,Perth,Broome
2009,1,1677,Perth,Broome
2009,2,1677,Perth,Broome
2009,3,1677,Perth,Broome
2009,4,1677,Perth,Broome
2009,5,1677,Perth,Broome
2009,6,1677,Perth,Broome
2009,7,1677,Perth,Broome
2009,8,1677,Perth,Broome
2009,9,1677,Perth,Broome
2009,10,1677,Perth,Broome
2009,11,1677,Perth,Broome
2009,12,1677,Perth,Broome
2010,1,1677,Perth,Broome
2010,2,1677,Perth,Broome
2010,3,1677,Perth,Broome
2010,4,1677,Perth,Broome
2010,5,1677,Perth,Broome
2010,6,1677,Perth,Broome
2010,7,1677,Perth,Broome
2010,8,1677,Perth,Broome
2010,9,1677,Perth,Broome
2010,10,1677,Perth,Broome
2010,11,1677,Perth,Broome
2010,12,1677,Perth,Broome
2011,1,1677,Perth,Broome
2011,2,1677,Perth,Broome
2011,3,1677,Perth,Broome
2011,4,1677,Perth,Broome
2011,5,1677,Perth,Broome
2011,6,1677,Perth,Broome
2011,7,1677,Perth,Broome
2011,8,1677,Perth,Broome
2011,9,1677,Perth,Broome
2011,10,1677,Perth,Broome
2011,11,1677,Perth,Broome
2011,12,1677,Perth,Broome
2012,1,1677,Perth,Broome
2012,2,1677,Perth,Broome
2012,3,1677,Perth,Broome
2012,4,1677,Perth,Broome
2012,5,1677,Perth,Broome
2012,6,1677,Perth,Broome
2012,7,1677,Perth,Broome
2012,8,1677,Perth,Broome
2012,9,1677,Perth,Broome
2012,10,1677,Perth,Broome
2012,11,1677,Perth,Broome
2012,12,1677,Perth,Broome
2013,1,1677,Perth,Broome
2013,2,1677,Perth,Broome
2013,3,1677,Perth,Broome
2013,4,1677,Perth,Broome
2013,5,1677,Perth,Broome
2013,6,1677,Perth,Broome
2013,7,1677,Perth,Broome
2013,8,1677,Perth,Broome
2013,9,1677,Perth,Broome
2013,10,1677,Perth,Broome
2013,11,1677,Perth,Broome
2013,12,1677,Perth,Broome
2014,1,1677,Perth,Broome
2014,2,1677,Perth,Broome
2014,3,1677,Perth,Broome
2014,4,1677,Perth,Broome
2014,5,1677,Perth,Broome
2014,6,1677,Perth,Broome
2014,7,1677,Perth,Broome
2014,8,1677,Perth,Broome
2014,9,1677,Perth,Broome
2014,10,1677,Perth,Broome
2014,11,1677,Perth,Broome
2014,12,1677,Perth,Broome
2015,1,1677,Perth,Broome
2015,2,1677,Perth,Broome
2015,3,1677,Perth,Broome
2015,4,1677,Perth,Broome
2015,5,1677,Perth,Broome
2015,6,1677,Perth,Broome
2015,7,1677,Perth,Broome
2015,8,1677,Perth,Broome
2015,9,1677,Perth,Broome
2015,10,1677,Perth,Broome
2015,11,1677,Perth,Broome
2015,12,1677,Perth,Broome
2016,1,1677,Perth,Broome
2016,2,1677,Perth,Broome
2016,3,1677,Perth,Broome
2016,4,1677,Perth,Broome
2016,5,1677,Perth,Broome
2016,6,1677,Perth,Broome
2016,7,1677,Perth,Broome
2016,8,1677,Perth,Broome
2016,9,1677,Perth,Broome
2016,10,1677,Perth,Broome
2016,11,1677,Perth,Broome
2016,12,1677,Perth,Broome
2017,1,1677,Perth,Broome
2017,2,1677,Perth,Broome
2017,3,1677,Perth,Broome
2017,4,1677,Perth,Broome
2017,5,1677,Perth,Broome
2017,6,1677,Perth,Broome
2017,7,1677,Perth,Broome
2017,8,1677,Perth,Broome
2017,9,1677,Perth,Broome
2017,10,1677,Perth,Broome
2017,11,1677,Perth,Broome
2017,12,1677,Perth,Broome
2018,1,1677,Perth,Broome
2018,2,1677,Perth,Broome
2018,3,1677,Perth,Broome
2018,4,1677,Perth,Broome
2018,5,1677,Perth,Broome
2018,6,1677,Perth,Broome
2018,7,1677,Perth,Broome
2018,8,1677,Perth,Broome
2018,9,1677,Perth,Broome
2018,10,1677,Perth,Broome
2018,11,1677,Perth,Broome
2018,12,1677,Perth,Broome
2019,1,1677,Perth,Broome
2019,2,1677,Perth,Broome
2019,3,1677,Perth,Broome
2019,4,1677,Perth,Broome
2019,5,1677,Perth,Broome
2019,6,1677,Perth,Broome
2019,7,1677,Perth,Broome
2019,8,1677,Perth,Broome
2019,9,1677,Perth,Broome
2019,10,1677,Perth,Broome
2019,11,1677,Perth,Broome
2019,12,1677,Perth,Broome
2020,1,1677,Perth,Broome
2020,2,1677,Perth,Broome
2020,3,1677,Perth,Broome
2020,4,1677,Perth,Broome
2020,5,1677,Perth,Broome
2020,6,1677,Perth,Broome
2020,7,1677,Perth,Broome
2020,8,1677,Perth,Broome
2020,9,1677,Perth,Broome
2020,10,1677,Perth,Broome
2020,11,1677,Perth,Broome
2020,12,1677,Perth,Broome
2021,1,1677,Perth,Broome
2021,2,1677,Perth,Broome
2021,3,1677,Perth,Broome
2021,4,1677,Perth,Broome
2021,5,1677,Perth,Broome
2021,6,1677,Perth,Broome
2021,7,1677,Perth,Broome
2021,8,1677,Perth,Broome
2021,9,1677,Perth,Broome
2021,10,1677,Perth,Broome
2021,11,1677,Perth,Broome
2021,12,1677,Perth,Broome
2022,1,1677,Perth,Broome
2022,2,1677,Perth,Broome
2022,3,1677,Perth,Broome
2022,4,1677,Perth,Broome
2022,5,1677,Perth,Broome
2022,6,1677,Perth,Broome
2022,7,1677,Perth,Broome
2022,8,1677,Perth,Broome
2022,9,1677,Perth,Broome
2022,10,1677,Perth,Broome
2022,11,1677,Perth,Broome
2022,12,1677,Perth,Broome
2023,1,1677,Perth,Broome
2023,2,1677,Perth,Broome
2023,3,1677,Perth,Broome
2023,4,1677,Perth,Broome
2023,5,1677,Perth,Broome
2023,6,1677,Perth,Broome
2023,7,1677,Perth,Broome
2023,8,1677,Perth,Broome
2023,9,1677,Perth,Broome
2023,10,1677,Perth,Broome
2023,11,1677,Perth,Broome
2023,12,1677,Perth,Broome
2024,1,1677,Perth,Broome
2013,4,0,Brisbane,Bundaberg
2013,5,287,Brisbane,Bundaberg
2013,6,287,Brisbane,Bundaberg
2013,7,287,Brisbane,Bundaberg
2013,8,287,Brisbane,Bundaberg
2013,9,287,Brisbane,Bundaberg
2013,10,287,Brisbane,Bundaberg
2013,11,287,Brisbane,Bundaberg
2013,12,287,Brisbane,Bundaberg
2014,1,287,Brisbane,Bundaberg
2014,2,287,Brisbane,Bundaberg
2014,3,287,Brisbane,Bundaberg
2014,4,287,Brisbane,Bundaberg
2014,5,287,Brisbane,Bundaberg
2014,6,287,Brisbane,Bundaberg
2014,7,287,Brisbane,Bundaberg
2014,8,287,Brisbane,Bundaberg
2014,9,287,Brisbane,Bundaberg
2014,10,287,Brisbane,Bundaberg
2014,11,287,Brisbane,Bundaberg
2014,12,287,Brisbane,Bundaberg
2015,1,287,Brisbane,Bundaberg
2015,2,287,Brisbane,Bundaberg
2015,3,287,Brisbane,Bundaberg
2015,4,287,Brisbane,Bundaberg
2015,5,287,Brisbane,Bundaberg
2015,6,287,Brisbane,Bundaberg
2015,7,287,Brisbane,Bundaberg
2015,8,287,Brisbane,Bundaberg
2015,9,287,Brisbane,Bundaberg
2015,10,287,Brisbane,Bundaberg
2015,11,287,Brisbane,Bundaberg
2015,12,287,Brisbane,Bundaberg
2016,1,287,Brisbane,Bundaberg
2016,2,287,Brisbane,Bundaberg
2016,3,287,Brisbane,Bundaberg
2016,4,287,Brisbane,Bundaberg
2016,5,287,Brisbane,Bundaberg
2016,6,287,Brisbane,Bundaberg
2016,7,287,Brisbane,Bundaberg
2016,8,287,Brisbane,Bundaberg
2016,9,287,Brisbane,Bundaberg
2016,10,287,Brisbane,Bundaberg
2016,11,287,Brisbane,Bundaberg
2016,12,287,Brisbane,Bundaberg
2017,1,287,Brisbane,Bundaberg
2017,2,287,Brisbane,Bundaberg
2017,3,287,Brisbane,Bundaberg
2017,4,287,Brisbane,Bundaberg
2017,5,287,Brisbane,Bundaberg
2017,6,287,Brisbane,Bundaberg
2017,7,287,Brisbane,Bundaberg
2017,8,287,Brisbane,Bundaberg
2017,9,287,Brisbane,Bundaberg
2017,10,287,Brisbane,Bundaberg
2017,11,287,Brisbane,Bundaberg
2017,12,287,Brisbane,Bundaberg
2018,1,287,Brisbane,Bundaberg
2018,2,287,Brisbane,Bundaberg
2018,3,287,Brisbane,Bundaberg
2018,4,287,Brisbane,Bundaberg
2018,5,287,Brisbane,Bundaberg
2018,6,287,Brisbane,Bundaberg
2018,7,287,Brisbane,Bundaberg
2018,8,287,Brisbane,Bundaberg
2018,9,287,Brisbane,Bundaberg
2018,10,287,Brisbane,Bundaberg
2018,11,287,Brisbane,Bundaberg
2018,12,287,Brisbane,Bundaberg
2019,1,287,Brisbane,Bundaberg
2019,2,287,Brisbane,Bundaberg
2019,3,287,Brisbane,Bundaberg
2019,4,287,Brisbane,Bundaberg
2019,5,287,Brisbane,Bundaberg
2019,6,287,Brisbane,Bundaberg
2019,7,287,Brisbane,Bundaberg
2019,8,287,Brisbane,Bundaberg
2019,9,287,Brisbane,Bundaberg
2019,10,287,Brisbane,Bundaberg
2019,11,287,Brisbane,Bundaberg
2019,12,287,Brisbane,Bundaberg
2020,1,287,Brisbane,Bundaberg
2020,2,287,Brisbane,Bundaberg
2020,3,287,Brisbane,Bundaberg
2020,4,287,Brisbane,Bundaberg
2020,5,287,Brisbane,Bundaberg
2020,6,287,Brisbane,Bundaberg
2020,7,287,Brisbane,Bundaberg
2020,8,287,Brisbane,Bundaberg
2020,9,287,Brisbane,Bundaberg
2020,10,287,Brisbane,Bundaberg
2020,11,287,Brisbane,Bundaberg
2020,12,287,Brisbane,Bundaberg
2021,1,287,Brisbane,Bundaberg
2021,2,287,Brisbane,Bundaberg
2021,3,287,Brisbane,Bundaberg
2021,4,287,Brisbane,Bundaberg
2021,5,287,Brisbane,Bundaberg
2021,6,287,Brisbane,Bundaberg
2021,7,287,Brisbane,Bundaberg
2021,8,287,Brisbane,Bundaberg
2021,9,287,Brisbane,Bundaberg
2021,10,287,Brisbane,Bundaberg
2021,11,287,Brisbane,Bundaberg
2021,12,287,Brisbane,Bundaberg
2022,1,287,Brisbane,Bundaberg
2022,2,287,Brisbane,Bundaberg
2022,3,287,Brisbane,Bundaberg
2022,4,287,Brisbane,Bundaberg
2022,5,287,Brisbane,Bundaberg
2022,6,287,Brisbane,Bundaberg
2022,7,287,Brisbane,Bundaberg
2022,8,287,Brisbane,Bundaberg
2022,9,287,Brisbane,Bundaberg
2022,10,287,Brisbane,Bundaberg
2022,11,287,Brisbane,Bundaberg
2022,12,287,Brisbane,Bundaberg
2023,1,287,Brisbane,Bundaberg
2023,2,287,Brisbane,Bundaberg
2023,3,287,Brisbane,Bundaberg
2023,4,287,Brisbane,Bundaberg
2023,5,287,Brisbane,Bundaberg
2023,6,287,Brisbane,Bundaberg
2023,7,287,Brisbane,Bundaberg
2023,8,287,Brisbane,Bundaberg
2023,9,287,Brisbane,Bundaberg
2023,10,287,Brisbane,Bundaberg
2023,11,287,Brisbane,Bundaberg
2023,12,287,Brisbane,Bundaberg
2024,1,287,Brisbane,Bundaberg
2008,1,284,Townsville,Cairns
2008,1,1971,Sydney,Cairns
2008,1,2311,Melbourne,Cairns
2008,2,284,Townsville,Cairns
2008,2,1971,Sydney,Cairns
2008,2,2311,Melbourne,Cairns
2008,3,284,Townsville,Cairns
2008,3,1971,Sydney,Cairns
2008,3,2311,Melbourne,Cairns
2008,4,284,Townsville,Cairns
2008,4,1971,Sydney,Cairns
2008,4,2311,Melbourne,Cairns
2008,5,284,Townsville,Cairns
2008,5,1971,Sydney,Cairns
2008,5,2311,Melbourne,Cairns
2008,6,284,Townsville,Cairns
2008,6,1971,Sydney,Cairns
2008,6,2311,Melbourne,Cairns
2008,7,284,Townsville,Cairns
2008,7,1971,Sydney,Cairns
2008,7,2311,Melbourne,Cairns
2008,8,284,Townsville,Cairns
2008,8,1971,Sydney,Cairns
2008,8,2311,Melbourne,Cairns
2008,9,284,Townsville,Cairns
2008,9,1971,Sydney,Cairns
2008,9,2311,Melbourne,Cairns
2008,10,284,Townsville,Cairns
2008,10,1971,Sydney,Cairns
2008,10,2311,Melbourne,Cairns
2008,11,284,Townsville,Cairns
2008,11,1971,Sydney,Cairns
2008,11,2311,Melbourne,Cairns
2008,12,284,Townsville,Cairns
2008,12,1971,Sydney,Cairns
2008,12,2311,Melbourne,Cairns
2009,1,284,Townsville,Cairns
2009,1,1971,Sydney,Cairns
2009,1,2311,Melbourne,Cairns
2009,2,284,Townsville,Cairns
2009,2,1971,Sydney,Cairns
2009,2,2311,Melbourne,Cairns
2009,3,284,Townsville,Cairns
2009,3,1971,Sydney,Cairns
2009,3,2311,Melbourne,Cairns
2009,4,284,Townsville,Cairns
2009,4,1971,Sydney,Cairns
2009,4,2311,Melbourne,Cairns
2009,5,284,Townsville,Cairns
2009,5,1971,Sydney,Cairns
2009,5,2311,Melbourne,Cairns
2009,6,284,Townsville,Cairns
2009,6,1971,Sydney,Cairns
2009,6,2311,Melbourne,Cairns
2009,7,284,Townsville,Cairns
2009,7,1971,Sydney,Cairns
2009,7,2311,Melbourne,Cairns
2009,8,284,Townsville,Cairns
2009,8,1971,Sydney,Cairns
2009,8,2311,Melbourne,Cairns
2009,9,284,Townsville,Cairns
2009,9,1971,Sydney,Cairns
2009,9,2311,Melbourne,Cairns
2009,10,284,Townsville,Cairns
2009,10,1971,Sydney,Cairns
2009,10,2311,Melbourne,Cairns
2009,11,284,Townsville,Cairns
2009,11,1971,Sydney,Cairns
2009,11,2311,Melbourne,Cairns
2009,12,284,Townsville,Cairns
2009,12,1971,Sydney,Cairns
2009,12,2311,Melbourne,Cairns
2010,1,284,Townsville,Cairns
2010,1,1971,Sydney,Cairns
2010,1,2311,Melbourne,Cairns
2010,2,284,Townsville,Cairns
2010,2,1971,Sydney,Cairns
2010,2,2311,Melbourne,Cairns
2010,3,284,Townsville,Cairns
2010,3,1971,Sydney,Cairns
2010,3,2311,Melbourne,Cairns
2010,4,284,Townsville,Cairns
2010,4,1971,Sydney,Cairns
2010,4,2311,Melbourne,Cairns
2010,5,284,Townsville,Cairns
2010,5,1971,Sydney,Cairns
2010,5,2311,Melbourne,Cairns
2010,6,284,Townsville,Cairns
2010,6,1971,Sydney,Cairns
2010,6,2311,Melbourne,Cairns
2010,7,284,Townsville,Cairns
2010,7,1971,Sydney,Cairns
2010,7,2311,Melbourne,Cairns
2010,8,284,Townsville,Cairns
2010,8,1971,Sydney,Cairns
2010,8,2311,Melbourne,Cairns
2010,9,284,Townsville,Cairns
2010,9,1971,Sydney,Cairns
2010,9,2311,Melbourne,Cairns
2010,10,284,Townsville,Cairns
2010,10,1971,Sydney,Cairns
2010,10,2311,Melbourne,Cairns
2010,11,284,Townsville,Cairns
2010,11,1971,Sydney,Cairns
2010,11,2311,Melbourne,Cairns
2010,12,284,Townsville,Cairns
2010,12,1971,Sydney,Cairns
2010,12,2311,Melbourne,Cairns
2011,1,284,Townsville,Cairns
2011,1,1971,Sydney,Cairns
2011,1,2311,Melbourne,Cairns
2011,2,284,Townsville,Cairns
2011,2,1971,Sydney,Cairns
2011,2,2311,Melbourne,Cairns
2011,3,284,Townsville,Cairns
2011,3,1971,Sydney,Cairns
2011,3,2311,Melbourne,Cairns
2011,4,284,Townsville,Cairns
2011,4,1971,Sydney,Cairns
2011,4,2311,Melbourne,Cairns
2011,5,284,Townsville,Cairns
2011,5,1971,Sydney,Cairns
2011,5,2311,Melbourne,Cairns
2011,6,284,Townsville,Cairns
2011,6,1971,Sydney,Cairns
2011,6,2311,Melbourne,Cairns
2011,7,284,Townsville,Cairns
2011,7,1971,Sydney,Cairns
2011,7,2311,Melbourne,Cairns
2011,8,284,Townsville,Cairns
2011,8,1971,Sydney,Cairns
2011,8,2311,Melbourne,Cairns
2011,9,284,Townsville,Cairns
2011,9,1971,Sydney,Cairns
2011,9,2311,Melbourne,Cairns
2011,10,284,Townsville,Cairns
2011,10,1971,Sydney,Cairns
2011,10,2311,Melbourne,Cairns
2011,11,284,Townsville,Cairns
2011,11,1971,Sydney,Cairns
2011,11,2311,Melbourne,Cairns
2011,12,284,Townsville,Cairns
2011,12,1971,Sydney,Cairns
2011,12,2311,Melbourne,Cairns
2012,1,284,Townsville,Cairns
2012,1,1971,Sydney,Cairns
2012,1,2311,Melbourne,Cairns
2012,2,284,Townsville,Cairns
2012,2,1971,Sydney,Cairns
2012,2,2311,Melbourne,Cairns
2012,3,284,Townsville,Cairns
2012,3,1971,Sydney,Cairns
2012,3,2311,Melbourne,Cairns
2012,4,284,Townsville,Cairns
2012,4,1971,Sydney,Cairns
2012,4,2311,Melbourne,Cairns
2012,5,284,Townsville,Cairns
2012,5,1971,Sydney,Cairns
2012,5,2311,Melbourne,Cairns
2012,6,284,Townsville,Cairns
2012,6,1971,Sydney,Cairns
2012,6,2311,Melbourne,Cairns
2012,7,284,Townsville,Cairns
2012,7,1971,Sydney,Cairns
2012,7,2311,Melbourne,Cairns
2012,8,284,Townsville,Cairns
2012,8,1971,Sydney,Cairns
2012,8,2311,Melbourne,Cairns
2012,9,284,Townsville,Cairns
2012,9,1971,Sydney,Cairns
2012,9,2311,Melbourne,Cairns
2012,10,284,Townsville,Cairns
2012,10,1971,Sydney,Cairns
2012,10,2311,Melbourne,Cairns
2012,11,284,Townsville,Cairns
2012,11,1971,Sydney,Cairns
2012,11,2311,Melbourne,Cairns
2012,12,284,Townsville,Cairns
2012,12,1971,Sydney,Cairns
2012,12,2311,Melbourne,Cairns
2013,1,284,Townsville,Cairns
2013,1,1971,Sydney,Cairns
2013,1,2311,Melbourne,Cairns
2013,2,284,Townsville,Cairns
2013,2,1971,Sydney,Cairns
2013,2,2311,Melbourne,Cairns
2013,3,284,Townsville,Cairns
2013,3,1971,Sydney,Cairns
2013,3,2311,Melbourne,Cairns
2013,4,284,Townsville,Cairns
2013,4,1971,Sydney,Cairns
2013,4,2311,Melbourne,Cairns
2013,5,284,Townsville,Cairns
2013,5,1971,Sydney,Cairns
2013,5,2311,Melbourne,Cairns
2013,6,284,Townsville,Cairns
2013,6,1971,Sydney,Cairns
2013,6,2311,Melbourne,Cairns
2013,7,284,Townsville,Cairns
2013,7,1971,Sydney,Cairns
2013,7,2311,Melbourne,Cairns
2013,8,284,Townsville,Cairns
2013,8,1971,Sydney,Cairns
2013,8,2311,Melbourne,Cairns
2013,9,284,Townsville,Cairns
2013,9,1971,Sydney,Cairns
2013,9,2311,Melbourne,Cairns
2013,10,284,Townsville,Cairns
2013,10,1971,Sydney,Cairns
2013,10,2311,Melbourne,Cairns
2013,11,284,Townsville,Cairns
2013,11,1971,Sydney,Cairns
2013,11,2311,Melbourne,Cairns
2013,12,284,Townsville,Cairns
2013,12,1971,Sydney,Cairns
2013,12,2311,Melbourne,Cairns
2014,1,284,Townsville,Cairns
2014,1,1971,Sydney,Cairns
2014,1,2311,Melbourne,Cairns
2014,2,1971,Sydney,Cairns
2014,2,2311,Melbourne,Cairns
2014,3,1971,Sydney,Cairns
2014,3,2311,Melbourne,Cairns
2014,4,1971,Sydney,Cairns
2014,4,2311,Melbourne,Cairns
2014,5,1971,Sydney,Cairns
2014,5,2311,Melbourne,Cairns
2014,6,1971,Sydney,Cairns
2014,6,2311,Melbourne,Cairns
2014,7,1971,Sydney,Cairns
2014,7,2311,Melbourne,Cairns
2014,8,1971,Sydney,Cairns
2014,8,2311,Melbourne,Cairns
2014,9,1971,Sydney,Cairns
2014,9,2311,Melbourne,Cairns
2014,10,1971,Sydney,Cairns
2014,10,2311,Melbourne,Cairns
2014,11,1971,Sydney,Cairns
2014,11,2311,Melbourne,Cairns
2014,12,1971,Sydney,Cairns
2014,12,2311,Melbourne,Cairns
2015,1,1971,Sydney,Cairns
2015,1,2311,Melbourne,Cairns
2015,2,1971,Sydney,Cairns
2015,2,2311,Melbourne,Cairns
2015,3,1971,Sydney,Cairns
2015,3,2311,Melbourne,Cairns
2015,4,1971,Sydney,Cairns
2015,4,2311,Melbourne,Cairns
2015,5,1971,Sydney,Cairns
2015,5,2311,Melbourne,Cairns
2015,6,284,Townsville,Cairns
2015,6,1971,Sydney,Cairns
2015,6,2311,Melbourne,Cairns
2015,7,284,Townsville,Cairns
2015,7,1971,Sydney,Cairns
2015,7,2311,Melbourne,Cairns
2015,8,284,Townsville,Cairns
2015,8,1971,Sydney,Cairns
2015,8,2311,Melbourne,Cairns
2015,9,284,Townsville,Cairns
2015,9,1971,Sydney,Cairns
2015,9,2311,Melbourne,Cairns
2015,10,284,Townsville,Cairns
2015,10,1971,Sydney,Cairns
2015,10,2311,Melbourne,Cairns
2015,11,284,Townsville,Cairns
2015,11,1971,Sydney,Cairns
2015,11,2311,Melbourne,Cairns
2015,12,284,Townsville,Cairns
2015,12,1971,Sydney,Cairns
2015,12,2311,Melbourne,Cairns
2016,1,284,Townsville,Cairns
2016,1,1971,Sydney,Cairns
2016,1,2311,Melbourne,Cairns
2016,2,284,Townsville,Cairns
2016,2,1971,Sydney,Cairns
2016,2,2311,Melbourne,Cairns
2016,3,284,Townsville,Cairns
2016,3,1971,Sydney,Cairns
2016,3,2311,Melbourne,Cairns
2016,4,284,Townsville,Cairns
2016,4,1971,Sydney,Cairns
2016,4,2311,Melbourne,Cairns
2016,5,284,Townsville,Cairns
2016,5,1971,Sydney,Cairns
2016,5,2311,Melbourne,Cairns
2016,6,284,Townsville,Cairns
2016,6,1971,Sydney,Cairns
2016,6,2311,Melbourne,Cairns
2016,7,284,Townsville,Cairns
2016,7,1971,Sydney,Cairns
2016,7,2311,Melbourne,Cairns
2016,8,284,Townsville,Cairns
2016,8,1971,Sydney,Cairns
2016,8,2311,Melbourne,Cairns
2016,9,284,Townsville,Cairns
2016,9,1971,Sydney,Cairns
2016,9,2311,Melbourne,Cairns
2016,10,284,Townsville,Cairns
2016,10,1971,Sydney,Cairns
2016,10,2311,Melbourne,Cairns
2016,11,284,Townsville,Cairns
2016,11,1971,Sydney,Cairns
2016,11,2311,Melbourne,Cairns
2016,12,284,Townsville,Cairns
2016,12,1971,Sydney,Cairns
2016,12,2311,Melbourne,Cairns
2017,1,284,Townsville,Cairns
2017,1,1971,Sydney,Cairns
2017,1,2311,Melbourne,Cairns
2017,2,284,Townsville,Cairns
2017,2,1971,Sydney,Cairns
2017,2,2311,Melbourne,Cairns
2017,3,284,Townsville,Cairns
2017,3,1971,Sydney,Cairns
2017,3,2311,Melbourne,Cairns
2017,4,284,Townsville,Cairns
2017,4,1971,Sydney,Cairns
2017,4,2311,Melbourne,Cairns
2017,5,284,Townsville,Cairns
2017,5,1971,Sydney,Cairns
2017,5,2311,Melbourne,Cairns
2017,6,284,Townsville,Cairns
2017,6,1971,Sydney,Cairns
2017,6,2311,Melbourne,Cairns
2017,7,284,Townsville,Cairns
2017,7,1971,Sydney,Cairns
2017,7,2311,Melbourne,Cairns
2017,8,284,Townsville,Cairns
2017,8,1971,Sydney,Cairns
2017,8,2311,Melbourne,Cairns
2017,9,284,Townsville,Cairns
2017,9,1971,Sydney,Cairns
2017,9,2311,Melbourne,Cairns
2017,10,284,Townsville,Cairns
2017,10,1971,Sydney,Cairns
2017,10,2311,Melbourne,Cairns
2017,11,284,Townsville,Cairns
2017,11,1971,Sydney,Cairns
